product,md_one,md_two,md_three,md_four,md_five,new_srp
SW21706-12,0,0,0,0,,0
SW21707-8,0,0,0,0,,0
SW21708-12,0,0,0,0,,0
SW21709-8,0,0,0,0,,0
SW21710-12,0,0,0,0,,0
SW21711-8,0,0,0,0,,0
SW21712-12,1999.5,0,0,0,,0
SW21713-8,0,0,0,0,,0
SW21714-12,0,0,0,0,,0
SW21715-8,0,0,0,0,,0
SW21716-12,0,0,0,0,,0
SW21717-8,0,0,0,0,,0
SW21718-12,0,0,0,0,,0
SW21723-8,0,0,0,0,,0
SW21724-12,0,0,0,0,,0
SW21725-8,0,0,0,0,,0
SW21726-12,0,0,0,0,,0
SW21727-8,0,0,0,0,,0
SW21728-12,0,0,0,0,,0
SW21729-8,0,0,0,0,,0
SW21730-12,0,0,0,0,,0
SW21731-8,0,0,0,0,,0
SW21732-12,0,0,0,0,,0
SW21733-8,0,0,0,0,,0
SW21734-12,0,0,0,0,,0
SW21735-8,0,0,0,0,,0
SW21736-12,0,0,0,0,,0
SW21747-18,0,0,0,0,,0
SW21748-18,0,0,0,0,,0
SW21749-18,0,0,0,0,,0
SW21751-6,0,0,0,0,,1499
SW22011-8,0,0,0,0,,0
SW22012-8,0,0,0,0,,0
SW22013-8,0,0,0,0,,0
SW22014-12,0,0,0,0,,0
SW22015-25,0,0,0,0,,0
SW22016-25,0,0,0,0,,0
SW22017-25,0,0,0,0,,0
SW22018-25,0,0,0,0,,0
SW22020-25,0,0,0,0,,0
SW22021-25,0,0,0,0,,0
SW22022-25,0,0,0,0,,0
SW22023-25,0,0,0,0,,0
SW22024-25,0,0,0,0,,0
SW22025-25,0,0,0,0,,0
W22026-25,0,0,0,0,,0
SW22027-25,0,0,0,0,,0
SW22028-25,0,0,0,0,,0
SW22029-25,0,0,0,0,,0
SW22036-25,0,0,0,0,,0
SW22037-25,0,0,0,0,,0
SW22038-25,0,0,0,0,,0
SW22039-25,0,0,0,0,,0
SW22040-25,0,0,0,0,,0
SW22041-25,0,0,0,0,,0
SW22042-25,0,0,0,0,,0
SW22043-25,0,0,0,0,,0
SW22044-25,0,0,0,0,,0
SW22045-25,0,0,0,0,,0
SW22046-25,0,0,0,0,,0
SW22047-25,0,0,0,0,,0
SW22048-25,0,0,0,0,,0
SW22049-25,0,0,0,0,,0
SW22050-25,0,0,0,0,,0
SW22051-25,0,0,0,0,,0
SW22052-12,0,0,0,0,,0
SW22053-12,0,0,0,0,,0
SW22054-12,0,0,0,0,,0
SW22055-12,0,0,0,0,,0
SW22056-12,0,0,0,0,,0
SW22057-12,0,0,0,0,,0
SW22058-12,0,0,0,0,,0
SW22059-12,0,0,0,0,,0
SW22060-12,0,0,0,0,,0
SW22061-12,0,0,0,0,,0
SW22065-12,0,0,0,0,,0
SW22067-12,0,0,0,0,,0
SW22068-12,0,0,0,0,,0
SW22069-12,0,0,0,0,,0
SW22070-12,0,0,0,0,,0
SW22071-12,0,0,0,0,,0
SW22072-12,0,0,0,0,,0
SW22078-12,0,0,0,0,,0
SW22079-12,0,0,0,0,,0
SW22080-12,0,0,0,0,,0
SW22081-12,0,0,0,0,,0
SW22084-12,0,0,0,0,,0
SW22086-12,0,0,0,0,,0
SW22087-12,0,0,0,0,,0
SW22088-12,0,0,0,0,,0
SW22089-13,0,0,0,0,,0
SW22090-13,0,0,0,0,,0
SW22091-10,0,0,0,0,,0
SW22092-10,0,0,0,0,,0
SW22093-10,0,0,0,0,,0
SW22094-9,0,0,0,0,,0
SW22103-8,0,0,0,0,,0
SW22104-8,0,0,0,0,,0
SW22105-8,0,0,0,0,,0
SW22106-8,0,0,0,0,,0
SW22109-8,0,0,0,0,,0
SW22110-8,0,0,0,0,,0
SW22111-8,0,0,0,0,,0
SW22112-8,0,0,0,0,,0
SW22113-8,0,0,0,0,,0
SW22123-12,0,0,0,0,,0
SW22124-12,0,0,0,0,,0
SW22125-12,0,0,0,0,,0
SW22126-12,0,0,0,0,,0
T1501-1,800,0,0,0,,0
T1501-1WH,800,0,0,0,,0
T1502-1,800,0,0,0,,0
T1503-1,700,0,0,0,,0
T1504-1,0,0,0,0,,0
T1505-1,2000,0,0,0,,0
T1506-1,0,0,0,0,,0
T1507-1,0,0,0,0,,0
T1508-1,0,0,0,0,,0
T1509-1,1800,1600,0,0,,0
T1510-1,1800,1600,0,0,,0
T15106-1,0,0,0,0,,0
T15107-1,250,0,0,0,,0
T15108-1,500,0,0,0,,0
T15109-1,500,0,0,0,,0
T15110-1,0,0,0,0,,0
T1511-1,1800,1600,0,0,,0
T15111-1,0,0,0,0,,0
T15112-1,400,250,0,0,,0
T15113-1,180,120,0,0,,0
T15114-1,180,0,0,0,,0
T15115-1,180,0,0,0,,0
T15116-2,600,0,0,0,,0
T15117-1,400,0,0,0,,0
T15118-1,300,250,0,0,,0
T15119-1,0,0,0,0,,0
T15120-1,0,0,0,0,,0
T1512-1,1800,1600,0,0,,0
T15121-1,0,0,0,0,,0
T15122-1,0,0,0,0,,0
T15123-1,0,0,0,0,,0
T15124-1,350,0,0,0,,0
T15125-1,0,0,0,0,,0
T15126-1,200,0,0,0,,0
T15127-1,200,0,0,0,,0
T15128-1,200,0,0,0,,0
T15129-1,200,120,0,0,,0
T15130-1,600,0,0,0,,0
T1513-1,0,0,0,0,,1799.75
T15131-1,600,0,0,0,,0
T15132-1,500,0,0,0,,0
T15133-1,500,0,0,0,,0
T15135-1,200,0,0,0,,0
T15136-1,450,350,0,0,,0
T15137-1,450,0,0,0,,0
T15138-1,450,0,0,0,,0
T15139-1,450,0,0,0,,0
T15140-1,450,350,0,0,,0
T1514-1,0,0,0,0,,1799.75
T15141-1,450,0,0,0,,0
T15142-1,600,0,0,0,,0
T15143-1,600,500,0,0,,0
T15144-1,600,0,0,0,,0
T15145-1,600,0,0,0,,0
T15146-1,600,500,0,0,,0
T15147-2,700,0,0,0,,0
T15148-2,700,0,0,0,,0
T15149-2,700,0,0,0,,0
T15150-2,700,0,0,0,,0
T1515-1,200,149.875,0,0,,0
T15151-2,700,0,0,0,,0
T15152-1,450,350,0,0,,0
T15153-1,450,0,0,0,,0
T15155-3,4295,0,0,0,,0
T15156-2,4295,0,0,0,,5799.75
T15157-3,4500,0,0,0,,0
T15158-2,0,0,0,0,,5799.75
T1516-1,200,149.875,0,0,,0
T1517-1,200,124.875,0,0,,0
T1518-1,200,124.88,0,0,,0
T1519-3,3500,2500,0,0,,0
T15198-1,0,0,0,0,,0
T15199-1,0,0,0,0,,0
T15200-1,0,0,0,0,,0
T1520-3,3500,0,0,0,,0
T1521-2,3500,3000,0,0,,0
T15217-1,0,0,0,0,,0
T1522-2,3500,2499.875,0,0,,0
T15226-1,500,0,0,0,,0
T15227-1,350,0,0,0,,0
T15228-1,250,0,0,0,,0
T15229-1,0,0,0,0,,0
T15230-1,100,0,0,0,,0
T1523-1,3500,2499.875,0,0,,0
T15231-1,100,0,0,0,,0
T15232-1,100,0,0,0,,0
T15233-1,100,0,0,0,,0
T15234-1,100,0,0,0,,0
T15235-1,100,0,0,0,,0
T15236-1,100,0,0,0,,0
T15237-1,100,0,0,0,,0
T15238-1,100,0,0,0,,0
T15239-1,70,0,0,0,,0
T15240-1,70,0,0,0,,0
T1524-1,3500,2499.875,0,0,,0
T15241-1,70,0,0,0,,0
T15242-1,70,0,0,0,,0
T15243-1,70,0,0,0,,0
T15244-1,70,70,0,0,,99.75
T15245-1,70,70,0,0,,99.75
T15246-1,70,0,0,0,,99.75
T15247-1,70,0,0,0,,99.75
T15248-1,70,0,0,0,,99.75
T15249-1,70,0,0,0,,99.75
T15250-1,70,70,0,0,,99.75
T15251-1,70,0,0,0,,99.75
T15252-1,70,70,0,0,,99.75
T1525-3,4000,0,0,0,,0
T15253-1,70,0,0,0,,99.75
T15254-1,70,70,0,0,,99.75
T15255-1,70,50,0,0,,99.75
T15256-1,0,0,0,0,,0
T1526-2,0,0,0,0,,5799.75
T15267-1,50,0,0,0,,0
T15268-1,50,0,0,0,,0
T15269-1,0,0,0,0,,0
T15270-1,50,0,0,0,,0
T15271-1,0,0,0,0,,0
T1527-2,2600,0,0,0,,0
T15272-1,50,0,0,0,,0
T15273-1,300,0,0,0,,0
T15274-1,200,0,0,0,,0
T15275-1,200,0,0,0,,0
T15276-1,200,0,0,0,,0
T15277-1,200,0,0,0,,0
T15278-1,0,0,0,0,,1299
T1528-2,2400,0,0,0,,0
T15287-1,0,0,0,0,,299.75
T15288-1,0,0,0,0,,399.75
T15289-1,0,0,0,0,,499.75
T15290-1,300,0,0,0,,379.75
T1529-1,1600,0,0,0,,0
T15291-1,0,0,0,0,,579.75
T15292-1,500,0,0,0,,679.75
T15293-1,0,0,0,0,,379.75
T15294-1,450,0,0,0,,579.75
T15295-1,0,0,0,0,,679.75
T15296-1,0,0,0,0,,399.75
T15297-2,0,0,0,0,,599.75
T1530-5,6000,0,0,0,,0
T15305-1,800,500,0,0,,0
T15306-1,800,500,0,0,,0
T15307-1,2000,1500,0,0,,0
T15308-1,2000,1500,0,0,,0
T15309-2,2800,0,0,0,,0
T15310-2,2800,0,0,0,,0
T15311-2,1500,0,0,0,,0
T15312-2,1500,1000,0,0,,0
T15313-2,2000,1500,0,0,,0
T15314-2,2000,1500,0,0,,0
T1531-5,6800,0,0,0,,0
T15315-1,0,0,0,0,,0
T15316-1,2000,0,0,0,,0
T15317-1,2000,2000,0,0,,0
T15318-1,2000,0,0,0,,0
T15319-1,2000,0,0,0,,0
T15320-1,2000,0,0,0,,0
T15321-1,0,0,0,0,,0
T15322-1,0,0,0,0,,0
T1532-3,3200,2500,0,0,,0
T15323-1,0,0,0,0,,0
T15324-1,1800,1800,0,0,,0
T15325-1,0,0,0,0,,0
T15326-1,0,0,0,0,,0
T15327-1,0,0,0,0,,0
T1533-2,2400,1500,0,0,,0
T1534-2,0,0,0,0,,0
T1535-2,1500,0,0,0,,0
T1536-2,1500,0,0,0,,0
T1537-2,1500,0,0,0,,0
T1538-2,1500,0,0,0,,0
T1539-2,1500,0,0,0,,0
T1540-2,1500,0,0,0,,0
T1541-4,3999.875,0,0,0,,6999.75
T1542-5,4499.875,4999.875,0,0,,0
T1543-6,3999.875,0,0,0,,0
T1544-4,3999.875,0,0,0,,0
T1545-3,4999.875,0,0,0,,0
T1546-4,0,4800,0,0,,7499.75
T1547-5,5000,3800,0,0,,7999.75
T1548-3,5000,0,0,0,,4999.75
T1549-4,6300,0,0,0,,0
T1550-1,0,0,0,0,,0
T1551-1,2000,0,0,0,,0
T1552-4,4500,3500,0,0,,0
T1554-1,0,0,0,0,,1299
T1555-1,0,0,0,0,,1299
T1556-1,0,0,0,0,,1299
T1557-1,0,0,0,0,,1299
T1558-1,0,0,0,0,,0
T1559-1,0,0,0,0,,0
T1560-1,0,0,0,0,,0
T1561-1,0,0,0,0,,0
T1562-1,0,0,0,0,,0
T1563-1,0,0,0,0,,0
T1564-1,0,0,0,0,,0
T1565-1,0,0,0,0,,0
T1566-5,6000,0,0,0,,0
T1567-5,6000,0,0,0,,0
T1568-4,0,0,0,0,,0
T1569-4,6000,0,0,0,,0
T1570-2,0,0,0,0,,0
T1571-2,0,0,0,0,,0
T1572-2,0,0,0,0,,0
T1573-2,0,0,0,0,,0
T1574-1,1500,1399.875,0,0,,2499.75
T1575-1,1500,1399.875,0,0,,2499.75
T1576-1,1500,1399.875,0,0,,2499.75
T1577-1,1500,1399.875,0,0,,2499.75
T1578-2,2000,1399.875,0,0,,2499.75
T1579-2,2000,1399.875,0,0,,2499.75
T1580-4,4000,0,0,0,,4999.75
T1581-4,4000,0,0,0,,4999.75
T1582-1,1000,0,0,0,,0
T1583-1,1000,0,0,0,,0
T1584-1,1000,0,0,0,,1599.75
T1585-1,1000,1000,0,0,,1599.75
T1586-1,1000,0,0,0,,1799.75
T1587-1,1000,0,0,0,,1799.75
T1606-1,500,0,0,0,,0
T1607-1,650,0,0,0,,0
T1608-2,1200,0,0,0,,0
T1609-1,900,0,0,0,,0
T16100-2,2800,2400,2400,0,,3999.75
T1610-2,1000,0,0,0,,0
T1611-3,0,0,0,0,,0
T1612-2,0,0,0,0,,0
T1613-2,2800,0,0,0,,0
T16141-3,0,0,0,0,,0
T1614-2,0,0,0,0,,0
T16142-2,0,0,0,0,,7499.75
T16143-1,899.875,599,0,0,,1599.75
T16144-1,0,0,0,0,,1399.75
T16145-1,0,0,0,0,,0
T16146-1,0,0,0,0,,0
T16147-1,0,0,0,0,,0
T16148-1,0,0,0,0,,0
T16149-1,1499.88,0,0,0,,0
T16150-1,0,0,0,0,,0
T16151-1,0,0,0,0,,3799.75
T1615-2,0,0,0,0,,0
T16152-1,0,0,0,0,,3799.75
T16153-1,0,0,0,0,,3799.75
T16154-1,0,0,0,0,,3799.75
T16155-1,0,0,0,0,,3799.75
T16156-1,0,0,0,0,,3799.75
T1616-2,0,0,0,0,,0
T1617-1,800,0,0,0,,0
T1618-1,0,0,0,0,,0
T16187-1,500,0,0,0,,0
T16188-1,550,0,0,0,,0
T16189-1,350,0,0,0,,0
T1619-1,800,0,0,0,,0
T16193-1,0,0,0,0,,0
T16194-1,0,0,0,0,,0
T16195-1,0,0,0,0,,0
T16196-1,1399.88,0,0,0,,0
T16197-1,1399.88,0,0,0,,0
T16198-1,0,0,0,0,,0
T16199-1,0,0,0,0,,0
T16200-1,0,0,0,0,,0
T1620-1,0,0,0,0,,0
T16201-1,0,0,0,0,,0
T16202-1,1399.88,0,0,0,,0
T16203-2,0,0,0,0,,0
T16204-1,0,0,0,0,,0
T16205-1,0,0,0,0,,0
T16206-1,0,0,0,0,,0
T16207-2,0,0,0,0,,0
T16208-2,0,0,0,0,,0
T16209-1,0,0,0,0,,0
T1621-1,1200,0,0,0,,1499.75
T1622-1,0,0,0,0,,0
T16226-1,0,0,0,0,,0
T16227-1,1400,1399.88,0,0,,0
T1623-1,1200,0,0,0,,1499.75
T16236-1,0,0,0,0,,0
T16237-1,0,0,0,0,,0
T16238-1,0,0,0,0,,0
T16239-1,0,0,0,0,,0
T16240-1,0,0,0,0,,0
T1624-1,0,0,0,0,,0
T16241-1,0,0,0,0,,1799.75
T16242-2,0,0,0,0,,0
T16243-1,0,0,0,0,,0
T16244-3,4500,2999.88,0,0,,0
T16245-2,4000,0,0,0,,0
T16246-2,3000,1999.88,0,0,,0
T1625-1,1200,0,0,0,,1499.75
T1626-1,799.88,0,0,0,,0
T16262-3,4500,0,0,0,,0
T16263-2,4000,0,0,0,,0
T16264-2,3000,0,0,0,,0
T1627-1,1200,0,0,0,,1499.75
T1628-1,0,0,0,0,,0
T1629-1,0,0,0,0,,1799.75
T16291-1,0,0,0,0,,0
T16293-1,0,0,0,0,,0
T16294-1,0,0,0,0,,0
T16295-1,2000,0,0,0,,0
T16296-1,2000,0,0,0,,0
T16297-1,2000,0,0,0,,0
T16298-1BK,0,0,0,0,,0
T16298-1WH,0,0,0,0,,0
T16299-1BK,0,0,0,0,,0
T16299-1WH,0,0,0,0,,0
T16300-2BK,0,0,0,0,,0
T16300-2WH,0,0,0,0,,0
T1630-1,0,0,0,0,,1799.75
T16301-1BK,0,0,0,0,,0
T16301-1WH,0,0,0,0,,0
T16302-1BK,999.88,0,0,0,,0
T16302-1WH,0,0,0,0,,0
T16303-1BK,0,0,0,0,,0
T16303-1WH,0,0,0,0,,0
T16305-1BK,0,0,0,0,,0
T16305-1WH,1499.88,0,0,0,,0
T16306-1BK,0,0,0,0,,0
T16306-1WH,800,0,0,0,,0
T16307-1BK,0,0,0,0,,0
T16307-1WH,999.88,0,0,0,,0
T16308-2BK,1149.88,0,0,0,,0
T16308-2WH,0,0,0,0,,0
T16309-2BK,0,0,0,0,,0
T16309-2WH,1999.88,0,0,0,,0
T16310-2BK,0,0,0,0,,0
T16310-2WH,0,0,0,0,,0
T1631-1,0,0,0,0,,1799.75
T16311-2BK,1399.88,0,0,0,,0
T16311-2WH,1399.88,0,0,0,,0
T16312-1BK,0,0,0,0,,0
T16312-1WH,0,0,0,0,,0
T16313-1BK,999.88,0,0,0,,0
T16313-1WH,0,0,0,0,,0
T16314-1BK,0,0,0,0,,0
T16314-1WH,0,0,0,0,,0
T16315-1BK,0,0,0,0,,0
T16315-1WH,0,0,0,0,,0
T16316-2BK,0,0,0,0,,0
T16316-2WH,0,0,0,0,,0
T16317-1BK,499.88,0,0,0,,0
T16317-1WH,500,0,0,0,,0
T16318-2BK,1399.875,0,0,0,,0
T16318-2WH,1399.875,0,0,0,,0
T16319-2G,1500,0,0,0,,0
T16319-2S,0,0,0,0,,0
T16320-1BK,1399.88,0,0,0,,0
T16320-1WH,0,0,0,0,,0
T1632-1,0,0,0,0,,1799.75
T16321-2BK,0,0,0,0,,0
T16321-2WH,0,0,0,0,,0
T16322-1BK,0,0,0,0,,0
T16322-1WH,499.88,0,0,0,,0
T16323-1BK,0,0,0,0,,0
T16323-1WH,0,0,0,0,,0
T16324-1BK,0,0,0,0,,0
T16324-1WH,0,0,0,0,,0
T16325-2BK,2499.88,0,0,0,,0
T16325-2WH,0,0,0,0,,0
T16326-1BK,899.875,0,0,0,,1799.75
T16326-1WH,899.875,0,0,0,,1799.75
T16327-1BK,899.875,0,0,0,,1799.75
T16327-1WH,0,0,0,0,,1799.75
T16328-1BK,899.88,0,0,0,,0
T16328-1WH,899.88,0,0,0,,0
T16329-1BK,899.875,0,0,0,,1799.75
T16329-1WH,0,0,0,0,,1799.75
T16330-1BK,899.875,0,0,0,,1799.75
T16330-1WH,899.875,0,0,0,,1799.75
T1633-1,800,0,0,0,,0
T16331-1BK,0,0,0,0,,0
T16331-1WH,0,0,0,0,,0
T16332-4,0,0,0,0,,0
T16333-4,0,0,0,0,,0
T16335-1,0,0,0,0,,0
T16336-6,0,0,0,0,,0
T16337-3,0,0,0,0,,0
T16338-3,0,0,0,0,,0
T1634-1,0,0,0,0,,0
T1635-1,800,0,0,0,,0
T1636-1,0,0,0,0,,0
T1637-2,0,0,0,0,,0
T1638-2,0,0,0,0,,0
T1639-2,0,0,0,0,,0
T1640-2,0,0,0,0,,0
T1641-2,0,0,0,0,,0
T1642-2,0,0,0,0,,0
T1643-1,0,0,0,0,,0
T1644-1,0,0,0,0,,0
T1645-2,0,0,0,0,,0
T1646-2,0,0,0,0,,0
T1647-2,0,0,0,0,,0
T1648-1,0,0,0,0,,1799.75
T1649-1,0,0,0,0,,1799.75
T1650-1,0,0,0,0,,1799.75
T1651-1,0,0,0,0,,1799.75
T1652-1,899.88,0,0,0,,0
T1653-1,800,550,0,0,,0
T1654-1,800,550,0,0,,0
T1655-1,800,550,0,0,,0
T1656-1,800,550,0,0,,0
T1657-2,800,0,0,0,,0
T1658-2,800,0,0,0,,0
T1659-2,800,0,0,0,,0
T1660-2,800,0,0,0,,0
T1661-1,0,0,0,0,,0
T1662-1,0,0,0,0,,0
T1663-1,0,0,0,0,,0
T1664-1,0,0,0,0,,0
T1665-1,0,0,0,0,,0
T1666-1,0,0,0,0,,0
T1667-1,0,0,0,0,,0
T1668-1,0,0,0,0,,0
T1669-2,1649.88,0,0,0,,0
T1670-2,1649.875,0,0,0,,0
T1671-2,1649.88,0,0,0,,0
T1672-2,1649.875,0,0,0,,0
T1673-2,1649.88,0,0,0,,0
T1674-2,1649.875,0,0,0,,0
T1675-2,1649.875,0,0,0,,0
T1676-2,1649.875,0,0,0,,0
T1677-1,1200,0,0,0,,0
T1678-1,0,0,0,0,,1299
T1679-1,1200,0,0,0,,0
T1680-1,0,0,0,0,,1299
T1681-1,0,0,0,0,,1299
T1682-1,0,0,0,0,,1299
T1683-2,900,0,0,0,,0
T1684-2,900,0,0,0,,0
T1685-2,900,0,0,0,,0
T1686-2,900,0,0,0,,0
T1687-2,900,0,0,0,,0
T1688-1,900,779.85,0,0,,0
T1689-1,900,0,0,0,,0
T1690-1,900,0,0,0,,0
T1691-1,900,0,0,0,,0
T1692-1,900,0,0,0,,0
T1693-2,0,0,0,0,,0
T1694-2,0,0,0,0,,0
T1695-1,2800,2400,2400,0,,3999.75
T1696-1,2800,2400,2400,0,,3999.75
T1697-1,2800,2400,2400,0,,3999.75
T1698-1,2800,2400,2400,0,,3999.75
T1699-2,2800,2400,2400,0,,3999.75
T1701-5,0,0,0,0,,0
T1702-1,0,0,0,0,,0
T1703-1,0,0,0,0,,0
T1704-1,0,0,0,0,,0
T1705-1,0,0,0,0,,0
T1706-2,0,0,0,0,,0
T1707-2,0,0,0,0,,0
T1708-2,650,0,0,0,,0
T1709-2,0,0,0,0,,1799.75
T1710-1,0,0,0,0,,0
T1711-1,0,0,0,0,,0
T1712-1,0,0,0,0,,0
T1713-1,0,0,0,0,,1299
T1714-1,0,0,0,0,,0
T1715-1,0,0,0,0,,0
T1716-2,0,0,0,0,,1299
T1717-2,0,0,0,0,,1499
T1718-2,0,0,0,0,,1799.75
T1719-1,0,0,0,0,,0
T1720-1,0,0,0,0,,0
T1721-1,0,0,0,0,,0
T1723-1,0,0,0,0,,0
T1724-2,0,0,0,0,,0
T1725-2,1500,0,0,0,,0
T1727-2,0,0,0,0,,0
T1728-1,0,0,0,0,,0
T1729-1,2000,0,0,0,,0
T1730-1,0,0,0,0,,1299
T1731-2,0,0,0,0,,0
T1732-1,1800,0,0,0,,0
T1733-2,2500,0,0,0,,0
T1734-1,1799.88,0,0,0,,1799.75
T1735-1,1799.88,1499.88,0,0,,1799.75
T1736-1,0,0,0,0,,0
T1737-1,0,0,0,0,,0
T1738-1,0,0,0,0,,0
T1739-1,1500,0,0,0,,0
T1740-1,1500,0,0,0,,0
T1741-1,1500,1400,0,0,,0
T1742-1,1500,0,0,0,,0
T1743-1,900,0,0,0,,0
T1744-1,900,0,0,0,,0
T1745-1,900,0,0,0,,0
T1746-1,900,0,0,0,,0
T1747-1,900,0,0,0,,0
T1748-1,900,0,0,0,,0
T1749-1,900,0,0,0,,0
T1750-1,900,0,0,0,,0
T1751-1,900,0,0,0,,0
T1752-1,900,0,0,0,,0
T1753-1,900,0,0,0,,0
T1801-1,4700,0,0,0,,0
T1802-2,3359.825,2399.88,0,0,,0
T1803-2,2099.825,1499.88,0,0,,0
T1804-1,2659.825,0,0,0,,0
T1805-1,3359.825,0,0,0,,0
T1806-13,7499.875,0,0,0,,0
T1807-4,3999.875,0,0,0,,0
T1807-6,4999.875,0,0,0,,0
T1808-2CG,6499.875,0,0,0,,0
T1808-2G,6499.875,0,0,0,,0
T1808-2S,6499.875,0,0,0,,0
T1809-1,0,0,0,0,,1299
T1810-1,0,0,0,0,,0
T18106-1BK,0,0,0,0,,0
T18106-1WH,0,0,0,0,,0
T18107-1BK,1000,0,0,0,,0
T18107-1WH,1000,0,0,0,,0
T18108-1BK,1000,800,0,0,,0
T18108-1WH,1000,800,0,0,,0
T18109-1BK,749.875,0,0,0,,0
T18109-1WH,749.875,0,0,0,,0
T18109-1YL,1000,0,0,0,,0
T18110-1BK,1149.875,0,0,0,,0
T18110-1WH,1149.875,0,0,0,,0
T1811-1,0,0,0,0,,0
T18112-3BK,0,0,0,0,,0
T18112-3WH,0,0,0,0,,0
T18113-3BK,0,0,0,0,,0
T18113-3WH,0,0,0,0,,0
T18114-1,0,0,0,0,,0
T18115-3,0,0,0,0,,0
T18116-2,9000,0,0,0,,0
T18118-1,0,0,0,0,,0
T18119-2,0,0,0,0,,0
T18120-2,2499.875,0,0,0,,0
T1812-1,0,0,0,0,,0
T18121-2,0,0,0,0,,0
T18122-1,0,0,0,0,,0
T18124-1,2000,1900,1399.88,0,,1999.75
T18125-1,2000,1900,1399.875,0,,1999.75
T18126-1,1399.875,0,0,0,,1999.75
T18127-1,1399.875,0,0,0,,1999.75
T18129-1,0,0,0,0,,0
T18130-1,0,0,0,0,,0
T1813-1,0,0,0,0,,1799.75
T18131-1,0,0,0,0,,0
T1813-1A,0,0,0,0,,0
T1813-1B,0,0,0,0,,0
T1813-1C,0,0,0,0,,0
T18132-2,9000,0,0,0,,0
T18133-1,0,0,0,0,,0
T18134-1,0,0,0,0,,0
T18138-1,0,0,0,0,,0
T18139-1,0,0,0,0,,0
T18140-1,0,0,0,0,,0
T1814-1,0,0,0,0,,1799.75
T1814-1A,0,0,0,0,,0
T1814-1B,0,0,0,0,,0
T1814-1C,0,0,0,0,,0
T1815-2,1499.875,0,0,0,,0
T1816-1,0,0,0,0,,0
T18162-1BK,999.875,0,0,0,,0
T18162-1WH,999.875,0,0,0,,0
T18163-1BK,1499.875,0,0,0,,0
T18163-1WH,1499.875,0,0,0,,0
T18165-2BK,0,0,0,0,,0
T18165-2WH,0,0,0,0,,0
T18166-2BK,0,0,0,0,,0
T18166-2WH,0,0,0,0,,0
T18168-1BK,1400,1300,0,0,,1299
T18168-1WH,1400,1300,0,0,,1299
T18169-1BK,1400,1300,0,0,,1299
T18169-1WH,1400,1300,900,0,,1299
T18170-2BK,1400,1300,0,0,,1299
T18170-2WH,1400,1300,0,0,,1299
T1817-1,0,0,0,0,,0
T18171-1BK,1400,1300,0,0,,1299
T18171-1WH,1400,1300,0,0,,1299
T18172-1BK,1400,1300,0,0,,1299
T18172-1WH,1400,1300,0,0,,1299
T18173-1BK,1400,1300,0,0,,1299
T18173-1WH,1400,1300,0,0,,1299
T18174-2BK,1499.875,0,0,0,,0
T18174-2WH,1499.875,0,0,0,,0
T18175-2BK,2100,2000,1499.875,0,,0
T18175-2WH,2100,2000,1499.88,0,,0
T18176-2BK,1499.875,0,0,0,,0
T18176-2WH,1499.875,0,0,0,,0
T18177-2BK,1499.875,0,0,0,,0
T18177-2WH,1499.875,0,0,0,,0
T18178-2BK,2100,2000,1499.88,0,,0
T18178-2WH,2100,2000,1499.88,0,,0
T18179-1BK,1499.875,0,0,0,,0
T18179-1WH,2000,1499.88,0,0,,0
T1818-1,0,0,0,0,,0
T18181-3,0,0,0,0,,0
T18181-3A,0,0,0,0,,0
T18182-3,0,0,0,0,,0
T18182-3A,0,0,0,0,,0
T18183-5,0,0,0,0,,0
T18183-5A,0,0,0,0,,0
T18184-3,0,0,0,0,,0
T18184-3A,0,0,0,0,,0
T18185-2,0,0,0,0,,0
T18185-2A,0,0,0,0,,0
T18186-3,0,0,0,0,,0
T18186-3A,0,0,0,0,,0
T18187-3,0,0,0,0,,0
T18187-3A,0,0,0,0,,0
T18188-3,0,0,0,0,,0
T18188-3A,0,0,0,0,,0
T18189-3,0,0,0,0,,0
T18189-3A,0,0,0,0,,0
T18190-5,0,0,0,0,,0
T18190-5A,0,0,0,0,,0
T18191-5,0,0,0,0,,0
T18191-5A,0,0,0,0,,0
T18192-6,0,0,0,0,,0
T18192-6A,0,0,0,0,,0
T1819-3,0,0,0,0,,0
T18193-2,1649.875,0,0,0,,0
T18195-1,1499.875,0,0,0,,0
T18196-2,1999.875,0,0,0,,0
T18197-2,2149.875,0,0,0,,0
T18198-1,1249.875,0,0,0,,0
T18199-1,175,170,0,0,,219.75
T18200-1,175,170,200,0,,219.75
T18201-1,175,170,200,0,,219.75
T1820-2,3500,0,0,0,,0
T18202-1,175,170,200,0,,219.75
T18203-1,175,170,0,0,,219.75
T18204-1,0,0,0,0,,399.75
T18205-1,0,0,0,0,,0
T18206-1,0,0,0,0,,0
T18207-1,650,600,0,0,,0
T18208-1,700,670,0,0,,0
T18210-1BL,0,0,0,0,,0
T18210-1PK,0,0,0,0,,0
T1821-2,0,0,0,0,,0
T18212-1BL,0,0,0,0,,0
T18212-1PK,0,0,0,0,,0
T18214-1BL,0,0,0,0,,0
T18214-1PK,0,0,0,0,,0
T18215-1,420,400,0,0,,0
T18216-1,700,670,675,0,,0
T18217-1,700,670,0,0,,0
T18218-1,650,600,0,0,,0
T18219-1,1399.875,0,0,0,,0
T18220-1,1399.875,0,0,0,,0
T18221-1,1399.875,0,0,0,,0
T18222-1,1400,1300,0,0,,1299
