product,md_one,md_two,md_three,md_four,md_five,new_srp
1621617-8,0,0,0,0,,0
162162-17,0,5000,0,0,,0
1621626-6,0,0,0,0,,0
1621627-9,1900,0,0,0,,0
162163-15,7000,5000,0,0,,6999.75
1621632-9,2300,0,0,0,,0
1621641-9,0,0,0,0,,0
1621642-9,1900,0,0,0,,0
162164-4,1800,1000,1200,0,,1799.75
1621645-12,0,0,0,0,,6999.75
1621646-12,5000,5000,0,0,,6999.75
1621647-12,0,0,0,0,,6999.75
1621652-12,0,0,0,0,,0
1621653-12,0,0,0,0,,0
1621653-12MA,4000,0,0,0,,0
162165-4,1800,1000,1200,0,,1799.75
162166-34,20000,12000,0,0,,0
162167-34,20000,12000,0,0,,0
162168-22,14500,8000,0,0,,0
162169-18,20000,13000,0,0,,0
162170-18,20000,13000,0,0,,0
162171-16,10400,6800,5000,6000,,0
1621712-4,0,0,0,0,,1299
162172-19,20000,13000,0,0,,0
162173-19,20000,13000,12000,0,,0
1621740-18,8000,7500,0,0,,0
162174-16,20000,13000,0,0,,0
1621746-8,1900,0,0,0,,0
1621748-8Bl,0,0,0,0,,1799.75
1621748-8Rd,0,0,0,0,,1799.75
1621749-8,0,0,0,0,,0
162175-10,4000,3500,0,0,,0
1621751-4,0,0,0,0,,1499
1621752-4,1200,0,0,0,,0
1621758-4,750,0,0,0,,0
1621760-3,600,0,0,0,,0
1621761-3,600,0,0,0,,0
162176-16,10400,6800,7000,0,,0
1621764-3,600,0,0,0,,0
1621765-3,600,0,0,0,,0
162177-16,10400,6800,0,0,,0
1621775-8,0,0,0,0,,0
162178-22,12000,10000,0,0,,0
162179-22,12000,10500,0,0,,0
1621793-6,0,0,0,0,,1299
1621794-6,0,0,0,0,,1299
1621796-9,1200,0,0,0,,0
162180-26,14500,10000,0,0,,0
1621806-12,0,0,0,0,,0
1621807-12,0,0,0,0,,0
1621808-12,0,0,0,0,,0
1621809-12,0,0,0,0,,0
162181-22,12000,10000,0,0,,0
162182-22,12000,0,0,0,,0
162183-26,14500,10000,0,0,,0
1621842-17,0,0,0,0,,0
162184-22,10000,10000,0,0,,0
1621845-6,0,0,0,0,,0
1621849-7,0,0,0,0,,0
162185-11,3850,0,0,0,,4799.75
1621851-10,0,0,0,0,,0
1621853-8,0,0,0,0,,0
1621855-8,0,0,0,0,,0
1621856-6,2700,2000,1800,0,,0
1621857-6,2700,2000,1800,0,,0
1621858-6,2700,2000,1800,0,,0
1621863-14,0,0,0,0,,0
1621864-14,0,0,0,0,,0
1621865-14,0,0,0,0,,0
1621866-14,6000,5000,0,0,,0
1621884-6,2700,1800,0,0,,0
1621885-6,2700,2700,1800,0,,0
1621886-6,2700,2000,1800,0,,0
1621887-6,2700,2000,1800,0,,0
1621888-6,2700,2000,1800,0,,0
1621889-6,2700,1800,0,0,,0
1621890-6,2700,2000,1800,0,,0
1621891-6,2700,2000,1800,0,,0
1621896-13,4799.75,0,0,0,,0
1621897-13,0,0,0,0,,0
1621898-13,0,0,0,0,,0
1621899-13,6000,0,0,0,,0
1621900-13,5000,0,0,0,,6295
162190-29,20000,12000,0,0,,0
162192-34,19000,12000,0,0,,0
162196-5,4800,3000,0,0,,4799.75
162197-14,7200,0,0,0,,0
162198-5,4800,3000,0,0,,4799.75
162199-14,7200,4500,0,0,,0
162200-5,4800,3000,0,0,,0
162201-14,7200,4500,0,0,,0
1622012-6,3000,3000,1800,0,,3999.75
1622013-6,3000,3000,1800,0,,3999.75
1622014-6,3000,3000,1800,0,,3999.75
1622015-8,3800,2500,2700,0,,0
1622017-8,3800,2500,2700,0,,0
1622019-8,3800,2500,2700,0,,0
1622022-8,3800,2500,2700,0,,0
1622023-8,3800,2500,2700,0,,0
1622024-8,3800,2500,2700,0,,0
162202-5,4800,2300,0,0,,0
1622028-13,5600,0,0,0,,0
162203-14,7200,4500,0,0,,0
1622032-18,0,0,0,0,,0
1622035-9,3500,0,0,0,,0
1622036-9,3500,0,0,0,,0
1622037-9,3500,0,0,0,,0
1622039-9,2300,0,0,0,,2995
162204-8,3200,2000,1200,0,,0
162204-8MA,1500,0,0,0,,0
1622057-17,0,0,0,0,,0
1622058-17,0,0,0,0,,0
1622059-17,0,0,0,0,,0
1622060-17,0,0,0,0,,0
1622061-11,0,0,0,0,,0
1622064-7,0,0,0,0,,0
1622065-7,0,0,0,0,,0
1622066-7,0,0,0,0,,0
1622072-13,5000,0,0,0,,0
1622073-10,2000,0,0,0,,0
1622119-11TF,0,0,0,0,,0
162212-7,0,4200,3000,0,,0
162213-17,18400,12000,10500,12000,,0
162216-17,6000,0,0,0,,0
1622173-18,0,0,0,0,,0
162219-14,4000,4000,0,0,,0
1622206-16TF,0,0,0,0,,0
162226-5,0,0,0,0,,0
162231-5,2300,0,0,0,,0
162242-8MA,1500,0,0,0,,0
162248-16,4000,0,0,0,,0
162252-5,0,0,0,0,,0
162253-5,0,0,0,0,,0
162270-2,400,0,0,0,,0
162271-2,400,0,0,0,,0
162272-2,0,0,0,0,,0
162273-2,900,400,0,0,,0
162277-2,900,400,0,0,,0
162280-2,900,400,0,0,,0
162281-2,900,400,0,0,,0
162282-3,1000,0,0,0,,0
162283-3,1000,1200,0,0,,0
162286-3,1200,0,0,0,,0
162287-3,1200,0,0,0,,0
162306-3,1150,1200,0,0,,0
162313-5,0,0,0,0,,0
162315-5,1500,0,0,0,,0
162317-5,0,0,0,0,,0
162321-8,4000,3000,0,0,,0
162322-8,4000,3000,0,0,,0
162325-8,3000,0,0,0,,0
162326-8,4000,3000,0,0,,0
162327-8,3000,0,0,0,,0
162328-8,0,0,0,0,,0
162334-6,1150,0,0,0,,0
162337-6,0,0,0,0,,0
162338-6,0,0,0,0,,0
162340-6,2300,0,0,0,,0
162342-8,3000,0,0,0,,0
162343-8,4500,0,0,0,,0
162349-11,0,0,0,0,,0
162352-11,0,0,0,0,,0
162353-11,0,0,0,0,,0
162354-11,0,0,0,0,,0
162357-11,2000,0,0,0,,0
162358-11,10000,8000,7000,0,,0
162365-18,8000,7700,7000,0,,0
162367-18,7000,0,0,0,,0
162368-18,7000,0,0,0,,0
162370-18,7000,0,0,0,,0
162377-16,3600,0,0,0,,0
162378-16,3600,0,0,0,,0
162379-16,3000,3600,0,0,,0
162391-2,800,500,0,0,,0
162392-2,800,500,0,0,,0
162397-2,800,500,0,0,,0
162399-2,800,500,0,0,,0
162402-2,800,500,0,0,,0
162413-9,3300,0,0,0,,0
162413-9MA,0,0,0,0,,0
162414-9MA,0,0,0,0,,0
162421-9,2400,0,0,0,,0
162422-9,0,0,0,0,,0
162426-9,3500,2400,0,0,,0
162427-9,2400,0,0,0,,0
162432-10,3300,3500,0,0,,0
162433-9,3500,3000,2400,0,,0
162435-9,3500,0,0,0,,0
162436-9,3500,2400,0,0,,0
162438-9,3500,2400,0,0,,0
162441-9,0,0,0,0,,0
162442-9,3500,2400,0,0,,0
162444-9,3300,3000,0,0,,0
162445-9,3000,0,0,0,,0
162446-9,4200,3000,0,0,,0
162447-9,4900,4200,4000,3000,,0
162448-9,3000,0,0,0,,0
162449-9,4200,4000,3000,2499.88,,0
162450-9,3000,0,0,0,,0
162451-9,4200,3000,0,0,,0
162453-9,3300,3000,0,0,,0
162458-9,3300,2400,2400,0,,0
162459-9,6000,2499.88,0,0,,7995
162460-9,7000,5000,0,0,,0
162461-9,4800,0,0,0,,0
162464-9,4000,0,0,0,,0
162466-9,4000,0,0,0,,0
162468-9,4500,4000,2700,0,,0
162469-9,4000,0,0,0,,0
162471-9,0,0,0,0,,0
162486-6,2300,1500,1200,0,,0
162501-6,2300,1200,0,0,,0
162509-16,6000,4900,3600,0,,0
162516-6,0,0,0,0,,0
162517-10,4000,3000,0,0,,0
162521-16,6000,3600,0,0,,0
162561-6,2300,1200,0,0,,0
162574-10,3300,0,0,0,,0
162582-6,2300,1800,2300,0,,0
162583-6,2500,2300,0,0,,0
162584-6,2500,0,0,0,,0
162587-9,4000,3000,0,0,,0
162593-9,3850,0,0,0,,0
162594-9,3850,3000,0,0,,0
162597-10,3850,2500,0,0,,0
162600-10,3850,0,0,0,,0
162602-10,3850,2400,3000,0,,0
162603-10,3300,3000,0,0,,0
162610-9,4900,4000,3000,0,,0
162615-9,3300,0,0,0,,0
162616-9,4900,4000,3000,0,,0
162623-9,3300,0,0,0,,0
162624-9,3300,3000,0,0,,0
162653-6,2300,1200,0,0,,0
162664-9,4000,3850,3500,3000,,0
162665-9,4900,0,0,0,,0
162666-9,3250,2700,0,0,,0
162667-4,1600,1200,1300,0,,1299
162668-4,1600,1200,0,0,,0
162670-4,1600,1500,1200,1300,,1299
162671-4,1600,1500,1200,0,,0
162672-4,1600,1500,1200,1300,,1299
162673-4,1600,1200,0,0,,0
162674-4,1600,1500,1200,1300,,1299
162696-6,0,0,0,0,,0
162697-6,0,0,0,0,,0
162709-9,3300,2000,0,0,,0
162711-9,3300,2000,0,0,,0
162715-4,1600,1000,0,0,,0
162719-4,1600,1000,0,0,,0
162721-5,2800,0,0,0,,0
162722-5,2800,0,0,0,,0
162725-8,0,0,0,0,,0
162726-9,3300,0,0,0,,0
162753-4,0,0,0,0,,0
162813-5,0,0,0,0,,1799.75
162818-9,1900,0,0,0,,0
162827-9,1900,0,0,0,,0
162859-14,3000,0,0,0,,0
162860-14,3000,0,0,0,,0
162941-9,2000,1900,0,0,,0
162942-9,2000,1900,0,0,,0
162943-9,2000,1900,0,0,,0
162944-9,2000,1900,1500,0,,0
162945-9,2000,1900,1400,0,,0
162946-16,3000,0,0,0,,0
162952-9,1900,1500,0,0,,0
162953-9,1900,1500,0,0,,0
1632389-2,0,0,0,0,,1299
1632398-2,400,500,0,0,,0
1632399-2,0,500,0,0,,0
1632475-2,750,0,0,0,,0
1632476-2,0,0,0,0,,0
1632636-2,500,0,0,0,,0
1632645-2,500,0,0,0,,0
1632650-3,750,0,0,0,,0
1633013-4,0,0,0,0,,0
1633022-2,750,0,0,0,,0
1633026-2,750,0,0,0,,0
1633028-2,800,700,750,0,,0
1633030-2,400,0,0,0,,0
1633031-2,0,0,0,0,,0
1633056-2,500,0,0,0,,0
1633057-2,500,0,0,0,,0
1633224-2,0,0,0,0,,1299
1633225-4,1400,1000,0,0,,0
1633226-2,0,0,0,0,,0
1633229-3,900,750,0,0,,0
1633231-4,1000,0,0,0,,0
1633232-3,0,0,0,0,,1299
1633233-3,0,0,0,0,,1299
1633234-3,750,0,0,0,,1499.75
1633235-3,750,0,0,0,,0
1633239-4,0,0,0,0,,1799.75
1633244-4,0,0,0,0,,1799.75
1633262-1,0,0,0,0,,0
1633273-2,0,0,0,0,,0
1633280-4,0,0,0,0,,0
1633376-2,1000,0,0,0,,0
1633390-2,0,0,0,0,,0
1633391-1,0,0,0,0,,1799.75
1633392-3,0,0,0,0,,0
1633439-2,0,0,0,0,,0
1633722-1,450,0,0,0,,699.75
1633723-2,500,0,0,0,,0
1633724-4,750,0,0,0,,0
1633726-2,750,0,0,0,,0
1633729-2,0,0,0,0,,1299
1633730-1,0,0,0,0,,349.75
1633751-2,750,0,0,0,,0
1633752-4,0,0,0,0,,1799.75
1633990-2,0,0,0,0,,1299
1633991-1,0,0,0,0,,0
1634002-2,1000,0,0,0,,0
1634608-1,0,0,0,0,,0
1634609-1,0,0,0,0,,0
1634611-1,250,0,0,0,,0
1634612-1,0,0,0,0,,0
1634613-1,0,0,0,0,,0
1634615-1,0,0,0,0,,0
1634616-1,0,0,0,0,,0
1634617-1,500,0,0,0,,0
1634618-1,450,0,0,0,,0
1634619-2,500,0,0,0,,0
1634621-2,0,0,0,0,,0
1634624-1,600,0,0,0,,0
1634625-1,600,0,0,0,,0
1634626-1,600,0,0,0,,0
1634627-1,600,0,0,0,,0
1634629-2,450,0,0,0,,0
1634630-2,500,0,0,0,,0
1634631-2,500,0,0,0,,0
1634632-2,0,0,0,0,,1499
1634633-2,750,0,0,0,,0
1634637-4,0,0,0,0,,1799.75
1634640-3,1000,0,0,0,,0
1634642-7,2000,0,0,0,,0
1634643-3,0,0,0,0,,0
1634645-3,1000,0,0,0,,0
1634646-2,1000,0,0,0,,0
1634649-3,1000,0,0,0,,0
1634655-1,750,0,0,0,,0
1634656-5,2000,0,0,0,,0
1634657-2,1000,0,0,0,,0
1634660-2,1000,0,0,0,,0
1634661-2,750,0,0,0,,0
1634662-3,1000,0,0,0,,0
1634663-3,1000,0,0,0,,0
1634664-3,1000,0,0,0,,0
1634665-3,1000,0,0,0,,0
1634666-1,0,0,0,0,,0
1634666-2,1000,0,0,0,,0
1635026-1,600,0,0,0,,0
1635027-1,0,0,0,0,,0
1635028-1,600,0,0,0,,0
1635029-1,600,0,0,0,,0
1635030-1,600,0,0,0,,0
1635031-1,600,0,0,0,,0
1635032-1,600,0,0,0,,0
1635033-1,500,0,0,0,,0
1635034-1,500,0,0,0,,0
1635035-2,500,0,0,0,,0
1635037-1,0,0,0,0,,0
1635038-1,0,0,0,0,,0
1635039-1,0,0,0,0,,0
1635040-1,380,350,0,0,,0
1635041-2,500,0,0,0,,0
1635042-1,450,0,0,0,,0
1635043-1,450,0,0,0,,0
1635044-1,450,0,0,0,,0
1635045-1,450,0,0,0,,0
1635046-1,0,0,0,0,,0
1635048-1,500,0,0,0,,0
1635049-1,600,0,0,0,,0
1635050-1,450,0,0,0,,0
1635051-1,450,0,0,0,,0
1635052-1,450,0,0,0,,0
1635053-1,450,0,0,0,,0
1635054-1,450,0,0,0,,0
1635055-1,450,0,0,0,,0
1635056-2,500,500,0,0,,0
1635057-3,750,700,0,0,,0
1635075-6,1000,0,0,0,,0
1635076-6,1000,0,0,0,,0
1635077-1,0,0,0,0,,0
1635078-2,500,0,0,0,,0
1642535-6,3000,2350,2000,0,,0
1642538-4,1500,1300,0,0,,1299
1643852-8,2000,0,0,0,,0
1643853-8,2000,0,0,0,,0
1643870-8,2000,0,0,0,,0
1643871-6,1900,1500,0,0,,0
1643876-6,1900,1500,0,0,,0
1643877-6,1900,1500,0,0,,0
1643878-4,1150,1000,0,0,,0
1643880-4,1150,1000,0,0,,0
1643881-4,1150,1000,0,0,,0
1643883-4,1150,1000,0,0,,0
1643888-4,1500,1000,0,0,,0
1643889-4,1500,1000,0,0,,0
1652897-9,2300,0,0,0,,0
1652904-9,2450,0,0,0,,0
1663036-3,0,0,0,0,,0
1663038-3,0,0,0,0,,0
1663039-3,0,0,0,0,,0
1663041-3,0,0,0,0,,0
1663046-2,450,0,0,0,,0
1663051-2,350,0,0,0,,0
1673137-15,0,0,0,0,,0
1673351-3,0,0,0,0,,0
1673355-3,1500,0,0,0,,0
1673357-3,0,0,0,0,,0
1673360-3,0,0,0,0,,0
1673621-4,600,0,0,0,,0
1673622-4,0,0,0,0,,1299
1673623-4,495,0,0,0,,0
1673629-4,495,0,0,0,,0
1673630-4,495,0,0,0,,0
1673634-4,0,0,0,0,,1299
1673638-6,0,0,0,0,,1499
1673639-6,0,0,0,0,,1499
1673640-6,0,0,0,0,,1499
1673641-6,0,0,0,0,,1499
1673642-6,0,0,0,0,,1499
1673643-6,0,0,0,0,,1499
1673655-6,0,0,0,0,,1499
1673973-9,0,0,0,0,,0
1675540-9,0,0,0,0,,0
1675541-9,0,0,0,0,,0
1675542-9,0,0,0,0,,0
1675560-4,2000,0,0,0,,0
1675561-4,0,0,0,0,,0
1675562-4,2000,0,0,0,,0
1675564-4,0,0,0,0,,0
1675565-4,0,0,0,0,,0
1683440-4,0,0,0,0,,0
1683444-4,0,0,0,0,,0
1683445-4,0,0,0,0,,0
1683446-4,0,0,0,0,,0
1683447-4,0,0,0,0,,0
1683449-9,0,0,0,0,,0
1683450-11,5600,5000,4000,0,,0
1683486-4,0,0,0,0,,0
1683528-5,0,0,0,0,,0
1683773-3,0,0,0,0,,0
1683777-3,0,0,0,0,,0
1684227-5,0,0,0,0,,1799.75
1684249-3,0,0,0,0,,0
1684297-8,0,0,0,0,,0
1684305-6,0,0,0,0,,1499
1684335-30,14000,0,0,0,,0
1684428-26M,7000,6000,0,0,,0
1684431-15M,0,0,0,0,,0
1684482-26M,7000,6000,0,0,,0
1684485-26M,7000,6000,0,0,,0
1684492-6,0,0,0,0,,0
1684493-8M,0,0,0,0,,0
1684854-7M,0,0,0,0,,0
1684865-7M,0,0,0,0,,0
1685060-7M,0,0,0,0,,0
1685080-6M,0,0,0,0,,0
1685097-4,0,0,0,0,,0
1685346-8M,0,0,0,0,,0
1685347-8M,0,0,0,0,,0
1685430-7M,0,0,0,0,,0
1685433-7M,0,0,0,0,,0
1685579-4,0,0,0,0,,0
1685668-7M,0,0,0,0,,0
1685670-4M,0,0,0,0,,0
1685678-4M,0,0,0,0,,0
1685687-4M,0,0,0,0,,0
1685688-4M,0,0,0,0,,0
1685689-2M,0,0,0,0,,0
1685690-2M,0,0,0,0,,0
1685691-2M,0,0,0,0,,0
1685692-2,0,0,0,0,,0
1685693-2M,0,0,0,0,,0
17-01001-23,0,0,0,0,,0
17-01002-23,0,0,0,0,,0
17-01013-23,0,0,0,0,,0
17-01015-23,0,0,0,0,,0
17-01016-23,0,0,0,0,,0
17-01017-23,1400,1500,0,0,,0
17-01018-25,1200,0,0,0,,0
17-01019-27,0,0,0,0,,0
17-01020-27,0,0,0,0,,0
17-01021-27,2300,0,0,0,,0
17-01022-27,0,0,0,0,,0
17-01023-27,0,0,0,0,,0
17-01024-27,0,0,0,0,,0
17-01025-27,0,0,0,0,,0
17-01069-6,0,0,0,0,,0
17-01070-8,0,0,0,0,,0
17-01071-8,0,0,0,0,,0
17-01087-6,0,0,0,0,,0
17-01088-6,1200,0,0,0,,0
17-01089-5,1000,0,0,0,,1799.75
17-01090-4,1000,0,0,0,,0
17-01091-4,0,0,0,0,,1299
17-01092-6,1500,0,0,0,,0
17-01093-7,1200,0,0,0,,0
17-01094-6,0,0,0,0,,0
17-01095-6,0,0,0,0,,1499
17-01097-6,0,0,0,0,,0
17-01098-6,0,0,0,0,,0
17-02003-13,0,0,0,0,,0
17-02004-13,0,0,0,0,,0
17-02005-13,0,0,0,0,,0
17-02006-13,0,0,0,0,,0
17-02007-13,0,0,0,0,,0
17-02008-13,0,0,0,0,,0
17-02009-13,0,0,0,0,,0
17-02010-13,0,0,0,0,,0
17-02011-16,0,0,0,0,,0
17-02072-7,0,0,0,0,,1299
17-02073-7,0,0,0,0,,1299
17-02074-6,0,0,0,0,,1299
17-02075-6,0,0,0,0,,1299
17-02076-3,300,0,0,0,,0
17-02077-3,0,0,0,0,,0
17-02078-2,0,0,0,0,,0
17-02078-2B,0,0,0,0,,0
17-02078-2C,0,0,0,0,,0
17-02079-2B,179.875,0,0,0,,0
17-02079-2C,0,0,0,0,,0
17-02080-2B,0,0,0,0,,0
17-02080-2C,0,0,0,0,,0
17-02081-3BK,0,0,0,0,,0
17-02081-3C,0,0,0,0,,0
17-02081-3WH,0,0,0,0,,0
17-02082-3BK,0,0,0,0,,0
17-02082-3C,0,0,0,0,,0
17-02082-3WH,350,0,0,0,,0
17-02133-3BK,220,0,0,0,,0
17-02133-3WH,220,0,0,0,,0
17-02134-2BK,200,0,0,0,,0
17-02134-2WH,200,0,0,0,,0
17-02135-2BK,200,0,0,0,,0
17-02135-2WH,200,0,0,0,,0
17-02136-2BK,0,0,0,0,,0
17-02136-2WH,200,0,0,0,,0
17-02137-3BK,220,0,0,0,,0
17-02137-3WH,220,0,0,0,,0
17-02138-2RD,0,0,0,0,,0
17-02138-2WH,0,0,0,0,,0
17-02139-1BL,200,0,0,0,,0
17-02139-1GR,200,0,0,0,,0
17-02139-1PK,200,0,0,0,,0
17-02139-1WH,200,0,0,0,,0
17-02140-1BL,200,0,0,0,,0
17-02140-1GR,200,0,0,0,,0
17-02140-1PK,200,0,0,0,,0
17-02140-1WH,200,0,0,0,,0
17-02141-2BL,200,0,0,0,,0
17-02141-2GR,0,0,0,0,,0
17-02141-2PK,200,0,0,0,,0
17-02141-2WH,200,0,0,0,,0
17-02142-2BL,200,0,0,0,,0
17-02142-2GR,200,0,0,0,,0
17-02142-2PK,200,0,0,0,,0
17-02142-2WH,0,0,0,0,,0
17-02142-2YL,0,0,0,0,,0
17-02173-7,1800,0,0,0,,0
17-03026-24,0,0,0,0,,0
17-03027-24,0,0,0,0,,0
17-03028-26,0,0,0,0,,0
17-03029-24,0,0,0,0,,0
17-03030-19,0,0,0,0,,0
17-03031-24,2500,0,0,0,,0
17-03032-24,0,0,0,0,,0
17-03033-18,0,0,0,0,,0
17-03034-18,0,0,0,0,,0
17-04035-15,800,600,0,0,,0
17-04036-21,500,0,0,0,,899.75
17-04037-16Y,0,0,0,0,,899.75
17-04037-16YRD,0,0,0,0,,0
17-04037-16YVI,0,0,0,0,,899.75
17-04037-16YWH,0,0,0,0,,899.75
17-04038-15,500,600,0,0,,999.75
17-04038-15RD,0,0,0,0,,0
17-04039-15RD,700,600,0,0,,0
17-04041-23,650,0,0,0,,0
17-04042-23,0,0,0,0,,1299
17-04043-24,1000,0,0,0,,0
17-04044-25,900,0,0,0,,0
17-04045-16,1350,0,0,0,,0
17-04046-16,0,0,0,0,,0
17-04047-16,1200,0,0,0,,0
17-04048-16,0,0,0,0,,1799.75
17-04049-16,1000,0,0,0,,1799.75
17-04060-16MC,0,0,0,0,,899.75
17-04060-16WH,0,0,0,0,,0
17-04061-19,0,0,0,0,,1299
17-04062-18,1000,0,0,0,,1799.75
17-04118-2,0,0,0,0,,0
17-04119-2,600,0,0,0,,0
17-04120-3,0,0,0,0,,0
17-04121-3,800,800,0,0,,0
17-04122-2,0,0,0,0,,0
17-04123-2,0,0,0,0,,0
17-04124-2,500,0,0,0,,0
17-04125-4,0,0,0,0,,1499
17-04126-9,0,0,0,0,,0
17-04127-4,1500,1200,0,0,,0
17-04128-3,1000,0,0,0,,1799.75
17-04129-3,0,0,0,0,,1499
17-04130-5RD,0,0,0,0,,0
17-04130-5VI,1000,0,0,0,,0
17-04130-5WH,0,0,0,0,,0
17-04143-3,1200,1000,0,0,,0
17-04144-3,1400,0,0,0,,0
17-04145-3,1000,1000,0,0,,1499
17-04146-3,1200,0,0,0,,0
17-04147-3,1200,0,0,0,,0
17-04148-2,600,0,0,0,,0
17-04149-7,1500,0,0,0,,0
17-04150-2,600,0,0,0,,0
17-04151-2,500,0,0,0,,0
17-04152-2,600,0,0,0,,0
17-04153-3,500,500,0,0,,0
17-05050-25,0,0,0,0,,0
17-05051-25,0,0,0,0,,0
17-05052-24,0,0,0,0,,0
17-05053-24,0,0,0,0,,0
17-05054-24,0,0,0,0,,0
17-05055-26,0,0,0,0,,0
17-05056-31,0,0,0,0,,0
17-05057-16,1900,0,0,0,,0
17-05058-16,1900,0,0,0,,0
17-05059-16,2000,0,0,0,,0
17-06063-5,0,0,0,0,,0
17-06064-5,1999.75,0,0,0,,2999.75
17-06065-5,1999.75,0,0,0,,2999.75
17-06066-5,1999.75,0,0,0,,2999.75
17-06067-5,2000,0,0,0,,1999.75
17-06068-5,0,0,0,0,,1999.75
17-06099-5BK,0,0,0,0,,0
17-06099-5WH,0,0,0,0,,0
17-06100-5BK,1800,0,0,0,,0
17-06100-5WH,0,0,0,0,,0
17-06101-5BK,1500,1500,0,0,,0
17-06101-5WH,0,0,0,0,,0
17-06102-10BK,0,0,0,0,,0
17-06102-10WH,0,0,0,0,,0
17-06103-11BK,0,0,0,0,,0
17-06103-11WH,0,0,0,0,,0
17-06104-10BK,0,0,0,0,,0
17-06104-10WH,0,0,0,0,,0
17-06105-5BK,0,0,0,0,,0
17-06105-5WH,0,0,0,0,,0
17-06106-10BK,0,0,0,0,,0
17-06106-10WH,0,0,0,0,,0
17-06107-10BK,0,0,0,0,,0
17-06107-10WH,0,0,0,0,,0
17-06108-5,0,0,0,0,,1999.75
17-06108-5-13,0,0,0,0,,1999.75
17-06109-5,0,0,0,0,,1999.75
17-06110-5,1500,0,0,0,,1999.75
17-06110-5-5,0,0,0,0,,1999.75
17-06111-5,0,0,0,0,,1999.75
17-06111-5-6,0,0,0,0,,1999.75
17-06112-5,0,0,0,0,,1999.75
17-06112-5-7,0,0,0,0,,1999.75
17-06114-5,0,0,0,0,,0
17-07086-6,0,0,0,0,,0
171577-7,3500,2999.85,0,0,,0
171577-7N,0,0,0,0,,0
171578-7,2999.85,0,0,0,,0
171579-7,3500,2999.85,0,0,,0
171580-7,3500,2999.85,0,0,,0
171581-7,3500,2999.85,0,0,,0
172744-13,0,0,0,0,,0
172745-9,0,0,0,0,,0
172746-8,0,0,0,0,,0
172748-6,0,0,0,0,,0
172749-6,0,0,0,0,,0
172750-9,0,0,0,0,,0
173001-2,5600,3800,0,0,,0
173002-2,5600,3800,0,0,,0
173003-2,5600,3800,0,0,,0
173004-2,5600,3800,0,0,,0
173005-4,7200,4800,0,0,,0
173007-4,7200,4800,0,0,,0
173008-4,7200,4800,0,0,,0
173009-4,7200,4800,0,0,,0
173010-4,7200,4800,0,0,,0
173011-4,7200,4800,0,0,,0
173012-4,7200,4800,0,0,,0
173013-4,7200,4800,0,0,,0
173014-4,7200,4800,0,0,,0
173015-4,7200,4800,0,0,,0
173016-8,12000,9000,0,0,,0
173020-3,5600,3800,0,0,,0
173022-3,5600,3800,0,0,,0
173023-3,5600,3800,0,0,,0
173024-2,5600,3800,0,0,,0
173025-2,5600,3800,0,0,,0
173032-2,4500,3800,0,0,,0
173033-2,4800,3800,0,0,,0
173036-2,4800,3800,0,0,,0
173037-2,4800,3800,0,0,,0
173038-2,4800,3800,0,0,,0
173039-4,7200,4800,0,0,,0
173040-4,7200,4800,0,0,,0
173041-4,7200,4800,0,0,,0
173043-4,7200,4800,4800,0,,0
173046-4,7200,4800,0,0,,0
173482-5,7700,0,0,0,,0
1741701-14,8000,7000,0,0,,0
1742049-13,0,0,0,0,,0
1742055-17,10500,5000,0,0,,0
174761-14,0,0,0,0,,0
174764-14,0,0,0,0,,0
174768-14,0,0,0,0,,0
174779-19,0,0,0,0,,0
174812-14,8000,0,0,0,,0
174814-14,5475,5997.5,0,0,,0
1761140-6,2000,0,0,0,,0
1761141-6,2000,0,0,0,,0
1761143-6,2000,0,0,0,,0
1761144-6,2000,0,0,0,,0
1761145-8,0,0,0,0,,0
1761146-8,0,0,0,0,,0
1761147-8,0,0,0,0,,0
1761148-8,0,0,0,0,,0
1761874-2JA,0,0,0,0,,0
1761875-2JA,0,0,0,0,,0
1761878-3JA,0,0,0,0,,0
1761882-13,0,0,0,0,,0
176886-3,1400,0,0,0,,0
1771339-6,0,0,0,0,,0
1771344-6,0,0,0,0,,0
1771353-8,0,0,0,0,,0
1771354-8,0,0,0,0,,0
1771355-8,0,0,0,0,,0
1771356-8,0,0,0,0,,0
1771359-8,0,0,0,0,,0
1771363-6,0,0,0,0,,0
1771364-6,0,0,0,0,,0
1771365-6,0,0,0,0,,0
1771421-2,0,0,0,0,,1299
1771422-8,0,0,0,0,,0
1771423-2,0,0,0,0,,1299
1771424-8,0,0,0,0,,0
1771432-5,0,0,0,0,,0
1771439-5,0,0,0,0,,0
1771440-5,0,0,0,0,,0
1771441-5,0,0,0,0,,0
1771442-5,0,0,0,0,,0
1771444-5,0,0,0,0,,0
1771447-5,0,0,0,0,,0
1771448-5,0,0,0,0,,0
1771449-8,0,0,0,0,,0
1771450-8,0,0,0,0,,0
1771456-8,0,0,0,0,,0
1771459-8,0,0,0,0,,0
1771460-8,0,0,0,0,,0
1771460-8MA,0,0,0,0,,0
1771463-8,0,0,0,0,,0
1771464-8,0,0,0,0,,0
1771474-8,0,0,0,0,,0
1771485-5,0,0,0,0,,0
1771485-5JA,0,0,0,0,,0
1771486-5,0,0,0,0,,0
1771486-5JA,0,0,0,0,,0
1771490-6,0,0,0,0,,0
1771491-12,0,0,0,0,,0
1771661-8,4500,0,0,0,,0
