id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 05380,12/14/2022 0:00,BM1915-12,Magic Tayug,1,"3,000.00",BM1915-12,Quadro - Mirror,,HR-Admin,,Fully Invoiced,sale,1,,"3,000.00",,
,SO 05379,12/26/2022 0:00,W21452-2,Magic San Carlos,1,299,W21452-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,,
,SO 05379,12/26/2022 0:00,W21453-2,Magic San Carlos,1,299,W21453-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,,
,SO 05379,12/26/2022 0:00,T21114-1,Magic San Carlos,0,-225,T21114-1,Quadro - Table Décor,,HR-Admin,,Fully Invoiced,sale,0,,,T21114-1,
,SO 05378,12/22/2022 0:00,M1955-11,Magic San Carlos,1,"1,840.00",M1955-11,Quadro - Mirror,6.95,HR-Admin,,Fully Invoiced,sale,1,,"1,840.00",M1955-11,
,SO 05378,12/22/2022 0:00,T21125-1,Magic San Carlos,2,320,T21125-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,640,T21125-1,
,SO 05378,12/22/2022 0:00,W21493-3,Magic San Carlos,1,299,W21493-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21493-3,
,SO 05378,12/22/2022 0:00,W21502-3,Magic San Carlos,1,299,W21502-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,,
,SO 05378,12/22/2022 0:00,W21504-3,Magic San Carlos,1,299,W21504-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21504-3,
,SO 05378,12/22/2022 0:00,W21507-3,Magic San Carlos,1,299,W21507-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21507-3,
,SO 05377,12/31/2022 0:00,T18202-1,RDS Alabang,2,170,T18202-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,340,T18202-1,
,SO 05377,12/31/2022 0:00,T21113-1,RDS Alabang,1,499.75,T21113-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,499.75,T21113-1,
,SO 05377,12/31/2022 0:00,T21137-1,RDS Alabang,1,199.75,T21137-1,Quadro - Table Décor,11,HR-Admin,,To Invoice,sale,0,,199.75,,
,SO 05377,12/31/2022 0:00,T21139-1,RDS Alabang,1,199.75,T21139-1,Quadro - Table Décor,11,HR-Admin,,To Invoice,sale,0,,199.75,,
,SO 05377,12/31/2022 0:00,M22001-5,RDS Alabang,1,999,M22001-5,Quadro - Mirror,,HR-Admin,,Fully Invoiced,sale,1,,999,M22001-5,
,SO 05377,12/31/2022 0:00,M22004-6,RDS Alabang,1,"1,999.00",M22004-6,Quadro - Mirror,,HR-Admin,,Fully Invoiced,sale,1,,"1,999.00",M22004-6,
,SO 05377,12/31/2022 0:00,M22007-9,RDS Alabang,2,"2,999.00",M22007-9,Quadro - Mirror,,HR-Admin,,Fully Invoiced,sale,2,,"5,998.00",M22007-9,
,SO 05377,12/31/2022 0:00,T21152-1,RDS Alabang,2,199,T21152-1,Quadro - Table Décor,,HR-Admin,,Fully Invoiced,sale,2,,398,T21152-1,
,SO 05377,12/31/2022 0:00,T21162-1,RDS Alabang,2,149,T21162-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,298,T21162-1,
,SO 05377,12/31/2022 0:00,T21187-1,RDS Alabang,2,299,T21187-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,598,T21187-1,
,SO 05377,12/31/2022 0:00,T21189-1,RDS Alabang,1,299,T21189-1,Quadro - Table Décor,,HR-Admin,,Fully Invoiced,sale,1,,299,T21189-1,
,SO 05376,12/31/2022 0:00,T21005-2,RDS Ermita,1,"2,299.75",T21005-2,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,"2,299.75",T21005-2,
,SO 05376,12/31/2022 0:00,T21136-1,RDS Ermita,1,199.75,T21136-1,Quadro - Table Décor,,HR-Admin,,Fully Invoiced,sale,1,,199.75,T21136-1,
,SO 05376,12/31/2022 0:00,T21010-1,RDS Ermita,1,"2,299.75",T21010-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,"2,299.75",T21010-1,
,SO 05376,12/31/2022 0:00,M22004-6,RDS Ermita,1,"1,999.00",M22004-6,Quadro - Mirror,,HR-Admin,,Fully Invoiced,sale,1,,"1,999.00",M22004-6,
,SO 05375,12/20/2022 0:00,W1574-5,Magic San Carlos,1,"2,000.00",W1574-5,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"2,000.00",W1574-5,
,SO 05375,12/20/2022 0:00,W21481-2,Magic San Carlos,1,399,W21481-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,399,W21481-2,
,SO 05375,12/20/2022 0:00,W21495-3,Magic San Carlos,1,299,W21495-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21495-3,
,SO 05375,12/20/2022 0:00,SW21596-8,Magic San Carlos,1,"1,840.00",SW21596-8,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"1,840.00",,
,SO 05375,12/20/2022 0:00,SW21597-8,Magic San Carlos,1,"1,840.00",SW21597-8,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"1,840.00",,
,SO 05374,12/19/2022 0:00,W21493-3,Magic San Carlos,1,299,W21493-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21493-3,
,SO 05373,12/11/2022 0:00,W19344-4,Magic San Carlos,1,"1,400.00",W19344-4,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"1,400.00",,
,SO 05373,12/11/2022 0:00,W21492-3,Magic San Carlos,1,299,W21492-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21492-3,
,SO 05373,12/11/2022 0:00,W21498-3,Magic San Carlos,1,299,W21498-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21498-3,
,SO 05373,12/11/2022 0:00,W21492-3,Magic San Carlos,1,299,W21492-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21492-3,
,SO 05373,12/11/2022 0:00,W21499-3,Magic San Carlos,1,299,W21499-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21499-3,
,SO 05373,12/11/2022 0:00,W21500-3,Magic San Carlos,1,299,W21500-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21500-3,
,SO 05373,12/11/2022 0:00,T21141-1,Magic San Carlos,1,225,T21141-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,225,T21141-1,
,SO 05372,12/10/2022 0:00,T16127-1,Magic San Carlos,1,600,T16127-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,600,T16127-1,
,SO 05372,12/10/2022 0:00,SW21039-9,Magic San Carlos,1,"2,799.00",SW21039-9,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"2,799.00",SW21039-9,
,SO 05372,12/10/2022 0:00,W21490-8,Magic San Carlos,1,"2,999.00",W21490-8,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"2,999.00",W21490-8,
,SO 05372,12/10/2022 0:00,W21503-3,Magic San Carlos,1,299,W21503-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,,
,SO 05372,12/10/2022 0:00,W21504-3,Magic San Carlos,1,299,W21504-3,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,299,W21504-3,
,SO 05371,12/9/2022 0:00,T21132-1,Magic San Carlos,1,240,T21132-1,Quadro - Table Décor,,HR-Admin,,To Invoice,sale,0,,240,T21132-1,
,SO 05371,12/9/2022 0:00,SW21437-8,Magic San Carlos,1,"2,999.00",SW21437-8,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"2,999.00",SW21437-8,
,SO 05371,12/9/2022 0:00,W21480-2,Magic San Carlos,1,399,W21480-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,399,W21480-2,
,SO 05371,12/9/2022 0:00,W21485-2,Magic San Carlos,1,399,W21485-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,399,,
,SO 05370,12/2/2022 0:00,W21491-8,Magic San Carlos,1,"2,999.00",W21491-8,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,"2,999.00",W21491-8,
,SO 05369,12/1/2022 0:00,W21484-2,Magic San Carlos,1,399,W21484-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,399,,
,SO 05369,12/1/2022 0:00,W21486-2,Magic San Carlos,1,399,W21486-2,Quadro - Wall Art,,HR-Admin,,Fully Invoiced,sale,1,,399,,
,SO 05366,12/25/2022 0:00,X21153-1,X-OH Clark,2,279,X21153-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,558,,
,SO 05366,12/25/2022 0:00,X17763-1,X-OH Clark,2,249,X17763-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,498,,
,SO 05366,12/25/2022 0:00,X21050-1,X-OH Clark,2,279,X21050-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,558,,
,SO 05366,12/25/2022 0:00,X21023-1,X-OH Clark,0,229,X21023-1,Christmas,,HR-Admin,,Fully Invoiced,sale,0,,,,
,SO 05366,12/25/2022 0:00,X19247-1,X-OH Clark,2,229,X19247-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,458,2.03039E+12,
,SO 05366,12/25/2022 0:00,X15256-1,X-OH Clark,0,400,X15256-1,Christmas,,HR-Admin,,Fully Invoiced,sale,0,,,,
,SO 05366,12/25/2022 0:00,X16258-1,X-OH Clark,2,189,X16258-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,378,,
,SO 05366,12/25/2022 0:00,X21093-1,X-OH Clark,2,249,X21093-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,498,,
,SO 05365,12/24/2022 0:00,X21152-1,X-OH Clark,1,279,X21152-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,279,,
,SO 05365,12/24/2022 0:00,X21092-1,X-OH Clark,1,249,X21092-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,249,,
,SO 05365,12/24/2022 0:00,X21104-1,X-OH Clark,2,279,X21104-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,558,,
,SO 05364,12/23/2022 0:00,X21159-1,X-OH Clark,5,229,X21159-1,Christmas,,HR-Admin,,Fully Invoiced,sale,5,,"1,145.00",,
,SO 05364,12/23/2022 0:00,X1991-1,X-OH Clark,10,249,X1991-1,Christmas,,HR-Admin,,Fully Invoiced,sale,10,,"2,490.00",,
,SO 05364,12/23/2022 0:00,X21051-1,X-OH Clark,24,279,X21051-1,Christmas,,HR-Admin,,Fully Invoiced,sale,24,,"6,696.00",,
,SO 05364,12/23/2022 0:00,X20063-1,X-OH Clark,1,279,X20063-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,279,,
,SO 05364,12/23/2022 0:00,X1966-1,X-OH Clark,11,229,X1966-1,Christmas,,HR-Admin,,Fully Invoiced,sale,11,,"2,519.00",,
,SO 05364,12/23/2022 0:00,X1957-1,X-OH Clark,6,199,X1957-1,Christmas,,HR-Admin,,Fully Invoiced,sale,6,,"1,194.00",,
,SO 05364,12/23/2022 0:00,X19237-1,X-OH Clark,5,229,X19237-1,Christmas,,HR-Admin,,Fully Invoiced,sale,5,,"1,145.00",,
,SO 05364,12/23/2022 0:00,X20033-1,X-OH Clark,5,229,X20033-1,Christmas,,HR-Admin,,Fully Invoiced,sale,5,,"1,145.00",,
,SO 05363,12/22/2022 0:00,X21153-1,X-OH Clark,2,279,X21153-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,558,,
,SO 05363,12/22/2022 0:00,X21093-1,X-OH Clark,1,249,X21093-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,249,,
,SO 05363,12/22/2022 0:00,IX19203-1,X-OH Clark,1,279,"IX19203-1
Balls - 8cm white GliteRed Organza cloth w/ feather design (3pcs/pvc)",Christmas,,HR-Admin,,Fully Invoiced,sale,1,,279,,
,SO 05363,12/22/2022 0:00,X20063-1,X-OH Clark,2,279,X20063-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,558,,
,SO 05362,12/21/2022 0:00,X21103-1,X-OH Clark,8,279,X21103-1,Christmas,,HR-Admin,,Fully Invoiced,sale,8,,"2,232.00",,
,SO 05362,12/21/2022 0:00,X1965-1,X-OH Clark,4,229,X1965-1,Christmas,,HR-Admin,,Fully Invoiced,sale,4,,916,,
,SO 05362,12/21/2022 0:00,X1966-1,X-OH Clark,4,229,X1966-1,Christmas,,HR-Admin,,Fully Invoiced,sale,4,,916,,
,SO 05362,12/21/2022 0:00,X1971-1,X-OH Clark,4,229,X1971-1,Christmas,,HR-Admin,,Fully Invoiced,sale,4,,916,,
,SO 05362,12/21/2022 0:00,X1969-1,X-OH Clark,4,229,X1969-1,Christmas,,HR-Admin,,Fully Invoiced,sale,4,,916,,
,SO 05361,12/19/2022 0:00,X21050-1,X-OH Clark,3,279,X21050-1,Christmas,,HR-Admin,,Fully Invoiced,sale,3,,837,,
,SO 05361,12/19/2022 0:00,X16258-1,X-OH Clark,1,189,X16258-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,189,,
,SO 05361,12/19/2022 0:00,X1969-1,X-OH Clark,2,229,X1969-1,Christmas,,HR-Admin,,Fully Invoiced,sale,2,,458,,
,SO 05360,12/18/2022 0:00,X21156-1,X-OH Clark,1,279,X21156-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,279,,
,SO 05360,12/18/2022 0:00,X21102-1,X-OH Clark,1,279,X21102-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,279,,
,SO 05359,12/16/2022 0:00,X21036-1,X-OH Clark,1,229,X21036-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,229,,
,SO 05359,12/16/2022 0:00,X17512-1,X-OH Clark,0,199,X17512-1,Christmas,,HR-Admin,,Fully Invoiced,sale,0,,,,
,SO 05359,12/16/2022 0:00,X17502-1,X-OH Clark,1,199,X17502-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,199,,
,SO 05359,12/16/2022 0:00,X21093-1,X-OH Clark,1,249,X21093-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,249,,
,SO 05359,12/16/2022 0:00,X1965-1,X-OH Clark,1,229,X1965-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,229,,
,SO 05359,12/16/2022 0:00,X19247-1,X-OH Clark,1,229,X19247-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,229,2.03039E+12,
,SO 05359,12/16/2022 0:00,X19144-1,X-OH Clark,1,229,X19144-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,229,,
,SO 05359,12/16/2022 0:00,X17612-1,X-OH Clark,1,199,X17612-1,Christmas,,HR-Admin,,Fully Invoiced,sale,1,,199,,
,SXHNE1130,11/30/2022 0:00,Unreported Sold (CM),X-OH North Edsa,10,279,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,10,,"2,790.00",,
,SXHNE1130,11/30/2022 0:00,Unreported Sold (CM),X-OH North Edsa,3,349,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,3,,"1,047.00",,
,SXHNE1130,11/30/2022 0:00,Unreported Sold (CM),X-OH North Edsa,2,229,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,2,,458,,
,SO 04656,11/26/2022 0:00,X1984-1,X-OH North Edsa,2,199,X1984-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04656,11/26/2022 0:00,X1997-1,X-OH North Edsa,2,249,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04656,11/26/2022 0:00,X19393-1,X-OH North Edsa,4,279,X19393-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,116.00",,
,SO 04656,11/26/2022 0:00,X19221-1,X-OH North Edsa,2,249,X19221-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04656,11/26/2022 0:00,X19394-1,X-OH North Edsa,2,279,X19394-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04656,11/26/2022 0:00,X1966-1,X-OH North Edsa,2,229,X1966-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04656,11/26/2022 0:00,X21018-1,X-OH North Edsa,4,229,X21018-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,916,,
,SO 04656,11/26/2022 0:00,X19243-1,X-OH North Edsa,2,229,X19243-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04656,11/26/2022 0:00,X21159-1,X-OH North Edsa,5,229,X21159-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,5,,"1,145.00",,
,SO 04656,11/26/2022 0:00,X17625-1,X-OH North Edsa,2,199,X17625-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04656,11/26/2022 0:00,X20034-1,X-OH North Edsa,1,229,X20034-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04656,11/26/2022 0:00,X21161-1,X-OH North Edsa,4,229,X21161-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,916,,
,SO 04655,11/25/2022 0:00,X20073-1,X-OH North Edsa,4,279,X20073-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,116.00",,
,SO 04655,11/25/2022 0:00,X16260-1,X-OH North Edsa,8,189,X16260-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,8,,"1,512.00",,
,SO 04655,11/25/2022 0:00,X21155-1,X-OH North Edsa,3,279,X21155-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04655,11/25/2022 0:00,X19227-1,X-OH North Edsa,3,249,X19227-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,747,,
,SO 04655,11/25/2022 0:00,X20033-1,X-OH North Edsa,2,229,X20033-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04653,11/23/2022 0:00,X1957-1,X-OH North Edsa,1,199,X1957-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04653,11/23/2022 0:00,X17760-1,X-OH North Edsa,1,199,X17760-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04653,11/23/2022 0:00,X21163-1,X-OH North Edsa,1,229,X21163-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04653,11/23/2022 0:00,X16712-1,X-OH North Edsa,1,199,X16712-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04653,11/23/2022 0:00,X1984-1,X-OH North Edsa,2,199,X1984-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04651,11/17/2022 0:00,X19394-1,X-OH North Edsa,3,279,X19394-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04648,11/9/2022 0:00,X21156-1,X-OH North Edsa,5,279,X21156-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,5,,"1,395.00",,
,SO 04648,11/9/2022 0:00,X21050-1,X-OH North Edsa,6,279,X21050-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,674.00",,
,SO 04648,11/9/2022 0:00,X20034-1,X-OH North Edsa,2,229,X20034-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04648,11/9/2022 0:00,X19393-1,X-OH North Edsa,4,279,X19393-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,116.00",,
,SO 04657,11/27/2022 0:00,X16260-1,X-OH North Edsa,4,189,X16260-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,756,,
,SO 04657,11/27/2022 0:00,X17710-1,X-OH North Edsa,2,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04657,11/27/2022 0:00,X17753-1,X-OH North Edsa,4,199,X17753-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,796,,
,SO 04657,11/27/2022 0:00,X17749-1,X-OH North Edsa,4,199,X17749-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,796,,
,SO 04657,11/27/2022 0:00,X1996-1,X-OH North Edsa,5,279,X1996-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,5,,"1,395.00",,
,SO 04657,11/27/2022 0:00,X19393-1,X-OH North Edsa,6,279,X19393-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,674.00",,
,SO 04657,11/27/2022 0:00,X1992-1,X-OH North Edsa,2,279,X1992-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04657,11/27/2022 0:00,X17762-1,X-OH North Edsa,3,249,X17762-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,747,,
,SO 04657,11/27/2022 0:00,X21036-1,X-OH North Edsa,4,229,X21036-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,916,,
,SXHNE1127,11/27/2022 0:00,Unreported Sold (CM),X-OH North Edsa,2,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,458,,
,SXHNE1127,11/27/2022 0:00,Unreported Return (CM),X-OH North Edsa,0,1,Unreported Return (CM),Christmas,,Inventory Audit,,Fully Invoiced,sale,0,,,,
,SXHNE1127,11/27/2022 0:00,Unreported Sold (CM),X-OH North Edsa,1,189,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,189,,
,SO 04684,11/11/2022 0:00,X21157-1,X-OH Pampanga,2,279,X21157-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04684,11/11/2022 0:00,X19227-1,X-OH Pampanga,2,249,X19227-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04684,11/11/2022 0:00,X1993-1,X-OH Pampanga,2,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04654,11/24/2022 0:00,X16712-1,X-OH North Edsa,1,199,X16712-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04673,11/28/2022 0:00,X21036-1,X-OH North Edsa,2,229,X21036-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04673,11/28/2022 0:00,X21088-1,X-OH North Edsa,3,249,X21088-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,747,,
,SO 04672,11/30/2022 0:00,X19243-1,X-OH North Edsa,2,229,X19243-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04672,11/30/2022 0:00,IX1984-1,X-OH North Edsa,2,249,IX1984-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04672,11/30/2022 0:00,X17710-1,X-OH North Edsa,1,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04672,11/30/2022 0:00,X21088-1,X-OH North Edsa,1,249,X21088-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04672,11/30/2022 0:00,Unreported Return (CM),X-OH North Edsa,0,1,Unreported Return (CM),Christmas,,MPC Merchandiser,,Fully Invoiced,sale,0,,,,
,SO 04672,11/30/2022 0:00,Unreported Sold (CM),X-OH North Edsa,2,249,Unreported Sold (CM),Unreported Sold (US),,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04650,11/18/2022 0:00,X21158-1,X-OH North Edsa,1,229,X21158-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04650,11/18/2022 0:00,X16223-1,X-OH North Edsa,1,149,X16223-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,149,,
,SO 04650,11/18/2022 0:00,X1997-1,X-OH North Edsa,1,249,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04650,11/18/2022 0:00,X17710-1,X-OH North Edsa,1,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SXHNE1116,11/16/2022 0:00,Unreported Sold (CM),X-OH North Edsa,1,249,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,1,,249,,
,SXHNE1115,11/15/2022 0:00,X19243-1,X-OH North Edsa,1,229,X19243-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,1,,229,,
,SXHNE1115,11/15/2022 0:00,X21017-1,X-OH North Edsa,1,229,X21017-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,1,,229,,
,SXHNE1115,11/15/2022 0:00,X21018-1,X-OH North Edsa,1,229,X21018-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,1,,229,,
,SO 04649,11/13/2022 0:00,X19394-1,X-OH North Edsa,1,279,X19394-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04649,11/13/2022 0:00,X1966-1,X-OH North Edsa,2,229,X1966-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04649,11/13/2022 0:00,X1997-1,X-OH North Edsa,0,279,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,0,,,,
,SO 04649,11/13/2022 0:00,X17710-1,X-OH North Edsa,4,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,796,,
,SO 04649,11/13/2022 0:00,X17749-1,X-OH North Edsa,2,199,X17749-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04649,11/13/2022 0:00,X1984-1,X-OH North Edsa,1,199,X1984-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04649,11/13/2022 0:00,X1993-1,X-OH North Edsa,1,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SXHNE1111,11/8/2022 0:00,X21156-1,X-OH North Edsa,4,279,X21156-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,4,,"1,116.00",,
,SXHNE1111,11/8/2022 0:00,X21089-1,X-OH North Edsa,2,249,X21089-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,2,,498,,
,SXHNE1111,11/8/2022 0:00,Unreported Sold (CM),X-OH North Edsa,2,249,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,2,,498,,
,SO 04647,11/10/2022 0:00,X17710-1,X-OH North Edsa,3,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,597,,
,SXHMOA1127,11/27/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,18,257.89,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,18,,"4,642.02",,
,SXHMOA1130,11/30/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,11,238.09,Unreported Sold (CM),Unreported Sold (US),,Receivable Officer,,Fully Invoiced,sale,11,,"2,618.99",,
