id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 04669,11/28/2022 0:00,X16190-2,X-OH Mall of Asia,4,349,X16190-2,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,396.00",,
,SO 04669,11/28/2022 0:00,X16189-1,X-OH Mall of Asia,4,349,X16189-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,396.00",,
,SO 04669,11/28/2022 0:00,X15223-1,X-OH Mall of Asia,4,349,X15223-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,"1,396.00",,
,SO 04669,11/28/2022 0:00,X16712-1,X-OH Mall of Asia,5,199,X16712-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,5,,995,,
,SO 04669,11/28/2022 0:00,X19144-1,X-OH Mall of Asia,8,199,X19144-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,8,,"1,592.00",,
,SMXMOA1129,11/29/2022 0:00,X19144-1,X-OH Mall of Asia,3,229,X19144-1,Christmas,,Receivable Officer,,Fully Invoiced,sale,3,,687,,
,SO 04671,11/26/2022 0:00,X16108-1,X-OH Megamall,1,229,X16108-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04671,11/26/2022 0:00,X21159-1,X-OH Megamall,1,229,X21159-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04671,11/26/2022 0:00,X21154-1,X-OH Megamall,2,279,X21154-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04671,11/26/2022 0:00,X17503-1,X-OH Megamall,2,199,X17503-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04671,11/26/2022 0:00,X16439-1,X-OH Megamall,3,189,X16439-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,567,,
,SXHCLK1113,11/13/2022 0:00,Unreported Sold (CM),X-OH Clark,20,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,20,,"5,580.00",,
,SXHCLK1113,11/13/2022 0:00,Unreported Sold (CM),X-OH Clark,20,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,20,,"4,980.00",,
,SXHCLK1113,11/13/2022 0:00,Unreported Sold (CM),X-OH Clark,21,199,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,21,,"4,179.00",,
,SXHCLK1113,11/13/2022 0:00,Unreported Sold (CM),X-OH Clark,2,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,198,,
,SXHMEG1112,11/12/2022 0:00,Unreported Sold (CM),X-OH Megamall,2,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,SXHMEG1112,11/12/2022 0:00,Unreported Sold (CM),X-OH Megamall,2,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,498,,
,SXHMEG1111,11/11/2022 0:00,X1993-1,X-OH Megamall,1,279,X1993-1,Christmas,,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SXHMEG1111,11/11/2022 0:00,Unreported Sold (CM),X-OH Megamall,1,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,249,,
,SXHMOA1124,11/24/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,SXHNE1101,11/1/2022 0:00,Unreported Sold (CM),X-OH North Edsa,3,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,3,,837,,
,SXHNE1101,11/1/2022 0:00,Unreported Sold (CM),X-OH North Edsa,3,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,3,,687,,
,SXHMOA1120,11/20/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,1,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SXHMOA1120,11/20/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,498,,
,SXHMOA1120,11/20/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,458,,
,SO 05341,12/23/2022 0:00,X16439-1,X-OH Megamall,1,189,X16439-1,Christmas,,Admin,,Fully Invoiced,sale,1,,189,,
,SO 05341,12/23/2022 0:00,X21089-1,X-OH Megamall,1,249,X21089-1,Christmas,,Admin,,Fully Invoiced,sale,1,,249,,
,SO 05341,12/23/2022 0:00,X19221-1,X-OH Megamall,1,249,X19221-1,Christmas,,Admin,,Fully Invoiced,sale,1,,249,,
,SO 05341,12/23/2022 0:00,X19226-1,X-OH Megamall,1,249,X19226-1,Christmas,,Admin,,Fully Invoiced,sale,1,,249,,
,SO 05340,12/21/2022 0:00,X21161-1,X-OH Megamall,4,229,X21161-1,Christmas,,Admin,,Fully Invoiced,sale,4,,916,,
,SO 05340,12/21/2022 0:00,X21093-1,X-OH Megamall,4,249,X21093-1,Christmas,,Admin,,Fully Invoiced,sale,4,,996,,
,SO 05340,12/21/2022 0:00,X19393-1,X-OH Megamall,4,279,X19393-1,Christmas,,Admin,,Fully Invoiced,sale,4,,"1,116.00",,
,SXHMOA1119,11/19/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,458,,
,SXHMOA1116,11/16/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,458,,
,SXHMOA1111,11/11/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,198,,
,SXHMOA1106,11/6/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,2,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,SXHMOA1106,11/6/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,1,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,229,,
,SXHMOA1105,11/5/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,1,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SXHMOA1105,11/5/2022 0:00,Unreported Sold (CM),X-OH Mall of Asia,1,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,229,,
,SO 04646,11/7/2022 0:00,X17753-1,X-OH North Edsa,2,199,X17753-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 05287,12/20/2022 0:00,X20072-1,X-OH Megamall,1,279,X20072-1,Christmas,,Admin,,Fully Invoiced,sale,1,,279,,
,SO 05287,12/20/2022 0:00,X17712-1,X-OH Megamall,1,249,X17712-1,Christmas,,Admin,,Fully Invoiced,sale,1,,249,,
,SO 05287,12/20/2022 0:00,X17625-1,X-OH Megamall,1,199,X17625-1,Christmas,,Admin,,Fully Invoiced,sale,1,,199,,
,SO 05287,12/20/2022 0:00,X15223-1,X-OH Megamall,6,349,X15223-1,Christmas,,Admin,,Fully Invoiced,sale,6,,"2,094.00",,
,SO 05287,12/20/2022 0:00,X19394-1,X-OH Megamall,3,279,X19394-1,Christmas,,Admin,,Fully Invoiced,sale,3,,837,,
,SO 05287,12/20/2022 0:00,X21088-1,X-OH Megamall,3,249,X21088-1,Christmas,,Admin,,Fully Invoiced,sale,3,,747,,
,SO 05287,12/20/2022 0:00,X1971-1,X-OH Megamall,2,229,X1971-1,Christmas,,Admin,,Fully Invoiced,sale,2,,458,,
,SO 05287,12/20/2022 0:00,X21156-1,X-OH Megamall,2,279,X21156-1,Christmas,,Admin,,Fully Invoiced,sale,2,,558,,
,SO 05249,12/19/2022 0:00,X19241-1S,X-OH Megamall,1,199,X19241-1S,Christmas,,Admin,,Fully Invoiced,sale,1,,199,,
,SO 05249,12/19/2022 0:00,X16712-1,X-OH Megamall,1,199,X16712-1,Christmas,,Admin,,Fully Invoiced,sale,1,,199,,
,SO 05249,12/19/2022 0:00,X21152-1,X-OH Megamall,1,279,X21152-1,Christmas,,Admin,,Fully Invoiced,sale,1,,279,,
,SO 05249,12/19/2022 0:00,X17749-1,X-OH Megamall,1,199,X17749-1,Christmas,,Admin,,Fully Invoiced,sale,1,,199,,
,SO 05249,12/19/2022 0:00,X21153-1,X-OH Megamall,3,279,X21153-1,Christmas,,Admin,,Fully Invoiced,sale,3,,837,,
,SO 05249,12/19/2022 0:00,X20062-1,X-OH Megamall,3,279,X20062-1,Christmas,,Admin,,Fully Invoiced,sale,3,,837,,
,SO 05249,12/19/2022 0:00,X17759-1,X-OH Megamall,3,249,X17759-1,Christmas,,Admin,,Fully Invoiced,sale,3,,747,,
,SO 05249,12/19/2022 0:00,X21089-1,X-OH Megamall,3,249,X21089-1,Christmas,,Admin,,Fully Invoiced,sale,3,,747,,
,SO 05249,12/19/2022 0:00,X17326-1,X-OH Megamall,1,199,X17326-1,Christmas,,Admin,,Fully Invoiced,sale,1,,199,,
,SO 05248,12/18/2022 0:00,X1966-1,X-OH Megamall,2,229,X1966-1,Christmas,,Admin,,Fully Invoiced,sale,2,,458,,
,SO 05249,12/19/2022 0:00,X16260-1,X-OH Megamall,9,189,X16260-1,Christmas,,Admin,,Fully Invoiced,sale,9,,"1,701.00",,
,SO 05249,12/19/2022 0:00,X16258-1,X-OH Megamall,4,189,X16258-1,Christmas,,Admin,,Fully Invoiced,sale,4,,756,,
,SO 05249,12/19/2022 0:00,X17763-1,X-OH Megamall,4,249,X17763-1,Christmas,,Admin,,Fully Invoiced,sale,4,,996,,
,SO 05249,12/19/2022 0:00,X20063-1,X-OH Megamall,4,279,X20063-1,Christmas,,Admin,,Fully Invoiced,sale,4,,"1,116.00",,
,SO 05249,12/19/2022 0:00,X21088-1,X-OH Megamall,3,249,X21088-1,Christmas,,Admin,,Fully Invoiced,sale,3,,747,,
,SO 05248,12/18/2022 0:00,X21017-1,X-OH Megamall,7,229,X21017-1,Christmas,,Admin,,Fully Invoiced,sale,7,,"1,603.00",,
,SO 05248,12/18/2022 0:00,X21089-1,X-OH Megamall,2,249,X21089-1,Christmas,,Admin,,Fully Invoiced,sale,2,,498,,
,SO 04652,11/21/2022 0:00,X17710-1,X-OH North Edsa,9,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,9,,"1,791.00",,
,SO 04652,11/21/2022 0:00,X16260-1,X-OH North Edsa,2,189,X16260-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,378,,
,SO 04652,11/21/2022 0:00,X1993-1,X-OH North Edsa,2,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04652,11/21/2022 0:00,X21156-1,X-OH North Edsa,2,279,X21156-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SXHPAM1126,11/26/2022 0:00,Unreported Sold (CM),X-OH Pampanga,1,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,229,,
,SXHPAM1125,11/25/2022 0:00,Unreported Sold (CM),X-OH Pampanga,1,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,229,,
,SXHPAM1124,11/24/2022 0:00,Unreported Sold (CM),X-OH Pampanga,10,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,10,,"2,790.00",,
,SXHPAM1124,11/24/2022 0:00,Unreported Sold (CM),X-OH Pampanga,4,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,4,,996,,
,SXHPAM1123,11/23/2022 0:00,Unreported Sold (CM),X-OH Pampanga,9,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,9,,"2,241.00",,
,SXHPAM1123,11/23/2022 0:00,Unreported Sold (CM),X-OH Pampanga,2,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,XSHPAM1122,11/22/2022 0:00,Unreported Sold (CM),X-OH Pampanga,10,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,10,,"2,290.00",,
,SXHPAM1121,11/21/2022 0:00,Unreported Sold (CM),X-OH Pampanga,5,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,5,,"1,145.00",,
,SXHPAM1121,11/21/2022 0:00,Unreported Sold (CM),X-OH Pampanga,1,189,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,189,,
,SXHPAM1120,11/20/2022 0:00,Unreported Sold (CM),X-OH Pampanga,3,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,3,,687,,
,SXHPAM1119,11/19/2022 0:00,Unreported Sold (CM),X-OH Pampanga,1,229,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,229,,
,SXHPAM1117,11/17/2022 0:00,Unreported Sold (CM),X-OH Pampanga,1,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,249,,
,SXHPAM1115,11/15/2022 0:00,Unreported Sold (CM),X-OH Pampanga,7,249,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,7,,"1,743.00",,
,SO 04685,11/12/2022 0:00,X1993-1,X-OH Pampanga,2,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04686,11/13/2022 0:00,X21088-1,X-OH Pampanga,1,249,X21088-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04686,11/13/2022 0:00,X1993-1,X-OH Pampanga,3,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04686,11/13/2022 0:00,X20033-1,X-OH Pampanga,2,229,X20033-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04686,11/13/2022 0:00,X21102-1,X-OH Pampanga,2,279,X21102-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04686,11/13/2022 0:00,X21103-1,X-OH Pampanga,1,279,X21103-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04686,11/13/2022 0:00,X21157-1,X-OH Pampanga,3,279,X21157-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04686,11/13/2022 0:00,X19226-1,X-OH Pampanga,4,249,X19226-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,996,,
,SO 04686,11/13/2022 0:00,X21089-1,X-OH Pampanga,2,249,X21089-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,498,,
,SO 04686,11/13/2022 0:00,X19249-1,X-OH Pampanga,2,229,X19249-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04686,11/13/2022 0:00,X20034-1,X-OH Pampanga,2,229,X20034-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,RSIRCK1115,11/15/2022 0:00,A1556-1,Rustan's FS Makati,8,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,8,,396,A1556-1,
,RSLMC1115,11/15/2022 0:00,T1921-1,Rustan's FS Makati,2,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,799.5,,
,RSIMKT1115,11/15/2022 0:00,A1556-1,Rustan's FS Makati,12,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,12,,594,A1556-1,
,RSIMKT1115,11/15/2022 0:00,T1921-1,Rustan's FS Makati,3,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,199.25",,
,RUS1120,10/31/2022 0:00,T16270-1,Rustan's FS 1120 House,3,400,T16270-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,200.00",T16270-1,
,SO 04688,11/30/2022 0:00,X1957-1,X-OH Pampanga,4,199,X1957-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,796,,
,SO 04688,11/30/2022 0:00,X16193-1,X-OH Pampanga,2,349,X16193-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,698,,
,SO 04688,11/30/2022 0:00,X21023-1,X-OH Pampanga,3,229,X21023-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,687,,
,SO 04687,11/27/2022 0:00,X16223-1,X-OH Pampanga,2,189,X16223-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,378,,
,SO 04687,11/27/2022 0:00,X17612-1,X-OH Pampanga,2,199,X17612-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04683,11/9/2022 0:00,X19266-1,X-OH Pampanga,3,249,X19266-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,747,,
,SO 04683,11/9/2022 0:00,X1993-1,X-OH Pampanga,3,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04683,11/9/2022 0:00,X21156-1,X-OH Pampanga,5,279,X21156-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,5,,"1,395.00",,
,SO 04682,11/7/2022 0:00,X19265-1,X-OH Pampanga,10,249,X19265-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,10,,"2,490.00",,
,SO 04682,11/7/2022 0:00,X19227-1,X-OH Pampanga,6,249,X19227-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,494.00",,
,SO 04681,11/5/2022 0:00,X1992-1,X-OH Pampanga,3,279,X1992-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,837,,
,SO 04681,11/5/2022 0:00,X1991-1,X-OH Pampanga,3,249,X1991-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,747,,
,SO 04681,11/5/2022 0:00,X1996-1,X-OH Pampanga,1,279,X1996-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04681,11/5/2022 0:00,X1997-1,X-OH Pampanga,2,279,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04680,11/4/2022 0:00,X20073-1,X-OH Pampanga,1,279,X20073-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04679,11/3/2022 0:00,X19227-1,X-OH Pampanga,1,249,X19227-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04679,11/3/2022 0:00,X19263-1,X-OH Pampanga,1,249,X19263-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04679,11/3/2022 0:00,X19266-1,X-OH Pampanga,1,249,X19266-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04678,11/2/2022 0:00,X1957-1,X-OH Pampanga,12,199,X1957-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,12,,"2,388.00",,
,SO 04678,11/2/2022 0:00,X19265-1,X-OH Pampanga,1,249,X19265-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04678,11/2/2022 0:00,X17612-1,X-OH Pampanga,6,199,X17612-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,194.00",,
,SO 04678,11/2/2022 0:00,X1997-1,X-OH Pampanga,6,249,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,494.00",,
,SO 04678,11/2/2022 0:00,X17612-1,X-OH Pampanga,1,199,X17612-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04678,11/2/2022 0:00,X17710-1,X-OH Pampanga,1,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04678,11/2/2022 0:00,X19266-1,X-OH Pampanga,1,249,X19266-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04678,11/2/2022 0:00,X19265-1,X-OH Pampanga,12,249,X19265-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,12,,"2,988.00",,
,SO 04678,11/2/2022 0:00,X20033-1,X-OH Pampanga,1,229,X20033-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04678,11/2/2022 0:00,X1984-1,X-OH Pampanga,1,199,X1984-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04678,11/2/2022 0:00,X20034-1,X-OH Pampanga,1,229,X20034-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SXHPAM1101,11/1/2022 0:00,X19394-1,X-OH Pampanga,1,279,X19394-1,Christmas,,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SO 04665,11/25/2022 0:00,X21017-1,X-OH Virramall,1,229,X21017-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04665,11/25/2022 0:00,X16193-1,X-OH Virramall,6,349,X16193-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,6,,"2,094.00",,
,SO 04665,11/25/2022 0:00,X21023-1,X-OH Virramall,1,229,X21023-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04665,11/25/2022 0:00,X17753-1,X-OH Virramall,3,199,X17753-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,597,,
,SXHVM1130,11/30/2022 0:00,Unreported Sold (CM),X-OH Virramall,4,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,4,,396,,
,SXHVM1128,11/28/2022 0:00,Unreported Sold (CM),X-OH Virramall,6,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,6,,594,,
,SXHVM1128,11/28/2022 0:00,Unreported Sold (CM),X-OH Virramall,2,79,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,158,,
,SXHVM1125,11/25/2022 0:00,Unreported Sold (CM),X-OH Virramall,2,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,SXHVM1124,11/24/2022 0:00,Unreported Sold (CM),X-OH Virramall,4,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,4,,396,,
,SXHVM1123,11/23/2022 0:00,Unreported Sold (CM),X-OH Virramall,6,99,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,6,,594,,
,SXHVM1117,11/17/2022 0:00,Unreported Sold (CM),X-OH Virramall,3,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,3,,837,,
,SO 04664,11/24/2022 0:00,X21023-1,X-OH Virramall,1,229,X21023-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,229,,
,SO 04664,11/24/2022 0:00,X21002-1,X-OH Virramall,1,279,X21002-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04664,11/24/2022 0:00,X1996-1,X-OH Virramall,1,279,X1996-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04664,11/24/2022 0:00,X1997-1,X-OH Virramall,1,249,X1997-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04664,11/24/2022 0:00,X17710-1,X-OH Virramall,1,199,X17710-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04664,11/24/2022 0:00,X17746-1,X-OH Virramall,1,199,X17746-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,199,,
,SO 04664,11/24/2022 0:00,X19393-1,X-OH Virramall,1,279,X19393-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04664,11/24/2022 0:00,X1993-1,X-OH Virramall,2,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04662,11/17/2022 0:00,X20072-1,X-OH Virramall,2,279,X20072-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04662,11/17/2022 0:00,X19227-1,X-OH Virramall,1,249,X19227-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04662,11/17/2022 0:00,X21051-1,X-OH Virramall,1,279,X21051-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04662,11/17/2022 0:00,X21089-1,X-OH Virramall,1,249,X21089-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04662,11/17/2022 0:00,X1993-1,X-OH Virramall,1,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04662,11/17/2022 0:00,X19221-1,X-OH Virramall,1,249,X19221-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04658,11/7/2022 0:00,X21107-1,X-OH Virramall,1,279,X21107-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SO 04658,11/7/2022 0:00,X19226-1,X-OH Virramall,1,249,X19226-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,249,,
,SO 04658,11/7/2022 0:00,X1993-1,X-OH Virramall,1,279,X1993-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,1,,279,,
,SXHVM1107,11/7/2022 0:00,Unreported Sold (CM),X-OH Virramall,4,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,4,,"1,116.00",,
,SXHVM1105,11/5/2022 0:00,Unreported Sold (CM),X-OH Virramall,1,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SXHVM1103,11/3/2022 0:00,Unreported Sold (CM),X-OH Virramall,1,279,Unreported Sold (CM),Unreported Sold (US),,Inventory Audit,,Fully Invoiced,sale,1,,279,,
,SO 04661,11/15/2022 0:00,X19243-1,X-OH Virramall,2,229,X19243-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,458,,
,SO 04661,11/15/2022 0:00,X21050-1,X-OH Virramall,2,279,X21050-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04661,11/15/2022 0:00,X17746-1,X-OH Virramall,2,199,X17746-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,398,,
,SO 04661,11/15/2022 0:00,X21051-1,X-OH Virramall,2,279,X21051-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,2,,558,,
,SO 04660,11/14/2022 0:00,X1966-1,X-OH Virramall,3,229,X1966-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,3,,687,,
,SO 04659,11/12/2022 0:00,X16294-1,X-OH Virramall,4,99,X16294-1,Christmas,,MPC Merchandiser,,Fully Invoiced,sale,4,,396,,
