Product,OH SKU,OH SRP,SMH SKU,SMH PRICE
T1966-1,203039204156,5999.75,0,0
T19129-1,203039229251,6999.75,0,0
T19153-1,203039204147,5999.75,0,0
W19275-8,203039219810,4299.75,0,0
RD16400-10,203039227044,9999,0,0
C1821-21,203039229713,4999.75,0,0
M21023-9,203039227153,10999,0,0
T21112-1,203039224023,499.75,0,0
T21116-1,203039223922,799.75,0,0
T21143-1,203039194430,299.75,0,0
T21129-1,203039194430,299.75,0,0
T21136-1,203039224024,199.75,0,0
M22003-6,203039194441,1999.75,0,0
M22001-5,203039208856,999.75,0,0
D20001-10,203039226637,12999.75,0,0
W1959-16,203039227040,12999,0,0
C21005-3,203039160219,999.75,0,0
C21004-3,203039160219,999.75,0,0
C21003-4,203039136564,1799.75,0,0
C21002-9,203039160214,3299.75,0,0
C21001-9,203039160208,3999,0,0
C20022-8,203039160210,3999.75,0,0
C20021-1,203039170822,899.75,0,0
C20020-1,203039170822,999.75,0,0
C20019-1,203039223085,1799.75,0,0
C20017-1,203039223085,1799.75,0,0
C20016-1,203039170822,999.75,0,0
C20015-1,203039170822,999.75,0,0
C20014-1,203039170822,999.75,0,0
C20013-1,203039156937,2999.75,0,0
C20012-1,203039160217,4999.75,0,0
C20011-1,203039160217,4999.75,0,0
C20010-3,203039156937,2999.75,0,0
C20009-2,203039186993,1499.75,0,0
C20008-10,203039186974,5999.75,0,0
C20006-10,203039160215,6999.75,0,0
C20002-9,203039160217,4999.75,0,0
C20001-10,203039170813,3999.75,0,0
C1803-5,203039170813,1999.75,0,0
M22007-9,203039194443,2999.75,0,0
M22006-8,203039194443,2999.75,0,0
M22005-6,203039194441,1999.75,0,0
M22004-6,203039194441,1999.75,0,0
T18219-1,203039195821,1399.88,0,0
T1807-4,203039179718,3999.88,0,0
T1735-1,203039161035,1799.75,0,0
C1724-6,203039160212,2799.83,0,0
T18230-1,203039195827,1999.75,0,0
T18130-1,203039189960,1999.75,0,0
T1671-2,203039112622,1649.88,0,0
W18298-8,203039193998,2999.75,0,0
W18205-18,203039193629,4299.75,0,0
TS18137-1,203039189966,2799.75,0,0
M1717-12,203039162071,2799.83,0,0
W1948-10,203039210248,8999.75,0,0
D1795-10,203039181431,19999.75,0,0
C1836-2,203039186968,7999.75,0,0
W18308-8,203039194002,2999.75,0,0
T1857-1BK,203039179710,1800,0,0
T18198-1,203039194420,2499.75,0,0
T18196-2,203039194422,1999.88,0,0
T1808-2S,203039186019,6499.88,0,0
TS1999-1,203039200540,1299.75,0,0
TS1992-1,203039200542,2999.75,0,0
TS19115-1,203039208867,3999.75,0,0
TS1895-1,203039186984,9999.75,0,0
T1942-3,203039201664,3999.75,0,0
T1898-1,203039186986,9999.75,0,0
T18229-1,203039195826,1999.75,0,0
T18163-1WH,203039193608,2999.75,0,0
T18162-1BK,203039193605,1999.75,0,0
T1815-2,203039170821,2999.75,0,0
M1790-12,203039184393,2400,0,0
M1763-4,203039147368,2299.75,0,0
M1644-12,203039123114,1979.85,0,0
M1513-21,203038336396,3499.88,0,0
D1883-8,203039186092,9999.75,0,0
T1938-1,203039209197,249.75,0,0
T1937-1,203039209196,249.75,0,0
T1940-2,203039201662,3299.75,0,0
W18114-6,203039188104,2299.75,0,0
T18195-1,203039194419,2999.75,0,0
T1804-1,203039179934,3799.75,0,0
T1802-2,203039235267,3999,0,0
TS18194-2,203039194547,3299.75,0,0
T18197-2,203039194423,4299.75,0,0
T18193-2,203039194547,1649.88,0,0
T1840-1,203039179937,10000,0,0
C1838-4,203039186970,7999.75,0,0
C1837-5,203039186969,9999.75,0,0
D18156-14,203039183923,16999.75,0,0
T1699-2,203039119393,2400,0,0
D21026-10,203039226630,8999.75,0,0
D21063-7,203039226636,5999.75,0,0
T21068-1,203039223920,699.75,0,0
T21012-1,203039222020,3299.75,0,0
C1901-3,203039194434,2299.75,0,0
T21013-1,203039222021,3299.75,0,0
D21015-10,203039223844,8999.75,0,0
D20105-6,203039227096,8999.75,0,0
W21720-12,203039227745,3999,0,0
D1943-10G,203039209747,9999.75,0,0
W21722-12,203039227746,3999,0,0
T21135-1,203039224026,199.75,0,0
O21004-1,203039223916,2299.75,0,0
O21003-1,203039223915,2299.75,0,0
C1843-6,203039229712,4999.75,0,0
C1810-3,203039170807,999.75,0,0
D1945-15G,203039209745,9999.75,0,0
W21684-12,203039227736,3999,0,0
C1833-6,203039229713,4999.75,0,0
C1820-6BK,203039170815,1999.75,0,0
D21017-7N,203039226636,5999.75,0,0
C1911-5,203039208857,2799.75,0,0
D1941-19G,203039209744,18999.75,0,0
T21066-1,203039223919,699.75,0,0
M21002-6,203039226081,2999.75,0,0
W21737-8,203039227744,2299,0,0
W21681-8,203039227732,2299,0,0
D1946-20G,203039209746,14999.75,0,0
T21122-1,203039223963,799.75,0,0
T21071-1,203039224023,499.75,0,0
T21070-1,203039223921,699.75,0,0
T21133-1,203039224024,199.75,0,0
T21134-1,203039224025,199.75,0,0
W19205-19,203039219810,4299.75,0,0
W19204-19,203039219809,4299.75,0,0
T1976-2,203039210984,3999.75,0,0
T19139-6,203039219775,3999.75,0,0
M1943-14,203039214050,3299.75,0,0
W21540-7,203039228242,2299,0,0
W21159-6,203039227318,1499,0,0
T1973-1,203039210981,1999.75,0,0
M21008-18,203039227153,10999,0,0
W21405-8,203039227723,2799,0,0
W21401-8,203039227720,2799,0,0
W21400-8,203039227719,2799,0,0
TS19127-2,203039210979,3999.75,0,0
T19141-3,203039219777,2799.75,0,0
T19138-3,203039208864,2299.75,0,0
W21533-7,203039228235,2299,0,0
W21163-10,203039227328,2999,0,0
W21048-12,203039227691,3999,0,0
W21047-12,203039227690,3999,0,0
W19209-13,203039227746,3999,0,0
W21063-7,203039227032,1499,0,0
D21048-9,203039227043,4999,0,0
W21076-7,203039227034,1499,0,0
W21078-7,203039227036,1499,0,0
W21077-7,203039227035,1499,0,0
M21021-4,203039227145,4999,0,0
M21021-3,203039227146,3999,0,0
M21020-4,203039227142,4999,0,0
M21021-2,203039227147,2299,0,0
M21020-2,203039227144,2299,0,0
W21073-7,203039227030,1499,0,0
W21069-7,203039227027,1499,0,0
W21068-7,203039227027,1499,0,0
W21162-10,203039227327,2999,0,0
TS20063-1,203039223084,799.75,0,0
T21107-2,203039226934,3999,0,0
M21014-4,203039226109,1300,0,0
W21608-4,203039228410,899,0,0
W21607-4,203039228409,899,0,0
W21082-7,203039227039,1499,0,0
W21074-7,203039227031,1499,0,0
W21072-7,203039227029,1499,0,0
W21064-7,203039227033,1499,0,0
T21108-2,203039226935,3999,0,0
M21013-6,203039226108,1500,0,0
W21070-7,203039227028,1499,0,0
T19122-4,203039208863,2799.75,0,0
W21005-10,203039226112,2799.75,0,0
W21045-12,203039227688,3999,0,0
W21044-12,203039227687,3999,0,0
W18367-10,203039195065,4299.75,0,0
W18366-10,203039195064,4299.75,0,0
W18365-10,203039195063,4299.75,0,0
M21020-3,203039227143,3999,0,0
W21067-7,203039227026,1499,0,0
W21536-7,203039228238,2299,0,0
W21075-7,203039227037,1499,0,0
W21050-12,203039227693,3999,0,0
W21539-7,203039228241,2299,0,0
W21538-7,203039228240,2299,0,0
T18206-1,203039194430,299.75,0,0
T18204-1,203039209192,399.75,0,0
W21081-7,203039227038,1499,0,0
D21049-13N,203039227044,9999,0,0
M1924-10G,203039209743,9999.75,0,0
C1802-5,203039170812,1999.75,0,0
C1807-3,203039170809,1299.75,0,0
C1805-5,203039170806,1999.75,0,0
1323093-13,0,0,203839240952,3999
1323081-13,0,0,203839240950,3999
1323080-13,0,0,203839240950,3999
1323050-13,0,0,203839240950,3999
1324245-12,0,0,203839240956,6999
124040-5,0,0,203839255745,4999
124039-5,0,0,203839255745,4999
1324098-10 ,0,0,203839240952,3999
124014-12,0,0,203839258789,9999
1324248-12,0,0,203839240956,6999
1324247-12,0,0,203839240955,6999
1324181-8,0,0,203839245140,17999
1323076-13,0,0,203839240952,3999
1323061-13,0,0,203839240952,3999
1323062-13,0,0,203839240952,3999
1323071-13,0,0,203839240952,3999
1323075-13,0,0,203839245158,3999
1323057-13,0,0,203839245158,3999
1323072-13,0,0,203839245158,3999
1323100-13,0,0,203839245157,3999
1323105-13,0,0,203839245157,3999
1323109-13,0,0,203839245157,3999
1323068-13,0,0,203839245157,3999
123284-19,0,0,203839247483,48899
W22026-25 ,0,0,203839242114,12999
124092-6,0,0,203839250725,12999
124091-6 ,0,0,203839250725,12999
124090-6,0,0,203839250725,12999
1336325-15,0,0,203839223682,48888
1336324-15,0,0,203839223682,48888
124024-10,0,0,203839258792,8999
124018-12,0,0,203839258789,9999
124016-12,0,0,203839258791,9999
1324170-8,0,0,203839258786,2999
1324168-8,0,0,203839258785,2999
1324043-8A,0,0,203839229019,3500
1324042-6A,0,0,203839229019,3500
1324178-8,0,0,203839245140,17999
1324177-8,0,0,203839245140,17999
1175709-9,0,0,203839245134,6999
123132-6,0,0,203839245134,6999
124075-8,0,0,203839232689,5999
124074-8 ,0,0,203839232687,5999
124073-8  ,0,0,203839232689,5999
124072-8  ,0,0,203839232687,5999
1324176-8,0,0,203839245140,17999
1324012-5,0,0,203839231937,1999
1324056-5,0,0,203839231937,1999
1324055-5,0,0,203839231937,1999
1324184-8,0,0,203839245140,17999
1324183-8,0,0,203839245140,17999
1324182-8,0,0,203839245140,17999
1324008-10,0,0,203839223720,7999
1324007-10,0,0,203839223720,7999
1324002-10,0,0,203839223720,7999
124045-15,0,0,203839222605,12999
1324001-15,0,0,203839232688,11999
1324180-8,0,0,203839245140,17999
1324179-8,0,0,203839245140,17999
1324166-10,0,0,203839255747,4999
1324165-10,0,0,203839255747,4999
1324017-8,0,0,203839255746,4999
1324016-8,0,0,203839255746,4999
123439-16,0,0,203839222615,14999
123436-12,0,0,203839232688,11999
123489-12,0,0,203839232688,11999
123490-12,0,0,203839232688,11999
1324188-12,0,0,203839247482,29999
1324187-12,0,0,203839247479,29999
123413-12,0,0,203839232688,11999
1324186-12,0,0,203839247479,29999
1324185-12,0,0,203839247482,29999
124026-10,0,0,203839258792,8999
D16664-15,0,0,203839232640,10999
1322090-9,0,0,203839243400,2799
1324050-7,0,0,203839255747,4999
1324049-7,0,0,203839255746,4999
1324047-7,0,0,203839255747,4999
1324005-7,0,0,203839255746,4999
M1722-19,0,0,203839233256,3999
D1949-7G,0,0,203839186327,7999.75
1323111-13,0,0,203839240952,3999
1323048-13,0,0,203839240952,3999
1323047-13,0,0,203839240952,3999
1323046-13,0,0,203839240952,3999
123346-7,0,0,203839232687,5999
123345-10,0,0,203839223720,7999
123344-7,0,0,203839232687,5999
1324045-10,0,0,203839229062,2500
1324044-8,0,0,203839229062,2500
1324043-8,0,0,203839229062,2500
1324042-6,0,0,203839229062,2500
1324041-10,0,0,203839229019,3500
1324040-8,0,0,203839229059,3000
1324039-4,0,0,203839231950,2000
1324038-4,0,0,203839229016,1500
1324058-16,0,0,203839229059,3000
1324034-5,0,0,203839229059,3000
1324030-16,0,0,203839229059,3000
1324029-8,0,0,203839229027,7000
1324027-10,0,0,203839229059,3000
1324026-6,0,0,203839229052,5000
1324025-16,0,0,203839229052,5000
1324013-11,0,0,203839229059,3000
SW21732-12,0,0,203839240952,3999
D20014-8,0,0,203839186329,9999.75
D20012-8,0,0,203839186329,9999.75
WS19121-7,0,0,203839231950,2000
1324048-7,0,0,203839255747,4999
1324046-7,0,0,203839255746,4999
123380-11,0,0,203839255745,4999
123283-13,0,0,203839247482,29999
1323066-13,0,0,203839243022,3999
1323079-13,0,0,203839243023,3999
1323115-13,0,0,203839243023,3999
1323097-13,0,0,203839243022,3999
123403-7,0,0,203839232687,5999
123402-7,0,0,203839232689,5999
123401-7,0,0,203839232687,5999
123425-7,0,0,203839217974,6999
123423-7,0,0,203839217974,6999
1323114-13,0,0,203839240952,3999
1323049-13,0,0,203839240952,3999
1323119-13,0,0,203839240950,3999
1323091-13,0,0,203839240950,3999
1323056-13,0,0,203839240950,3999
W19328-8,0,0,203839232689,5999
123411-12,0,0,203839232688,11999
123137-8,0,0,203839188156,6999
1323058-13,0,0,203839240952,3999
1323070-13,0,0,203839240952,3999
D16668-15,0,0,203839222611,10999
123302-7,0,0,203839222615,14999
M1643-12,0,0,203839231950,2000
123335-20,0,0,203839222615,14999
1323141-10,0,0,203839222629,2999
1323140-10,0,0,203839222629,2999
1323121-13,0,0,203839240952,3999
1323120-13,0,0,203839240952,3999
1323118-13,0,0,203839240952,3999
1323117-13,0,0,203839240952,3999
1323113-13,0,0,203839240952,3999
1323102-13,0,0,203839240952,3999
1323101-13,0,0,203839240952,3999
1323089-13,0,0,203839240952,3999
1323087-13,0,0,203839240950,3999
1323086-13,0,0,203839240950,3999
1323052-13,0,0,203839240950,3999
1323051-13,0,0,203839240950,3999
1323045-13,0,0,203839240950,3999
1323044-13,0,0,203839240950,3999
1323042-8,0,0,203839223649,2299
1323036-8,0,0,203839223649,2299
1323035-8,0,0,203839223649,2299
1323031-8,0,0,203839223649,2299
1323125-12,0,0,203839240950,3999
1323124-12,0,0,203839240950,3999
1323123-12,0,0,203839240950,3999
1323122-12,0,0,203839240950,3999
123487-5,0,0,203839233513,4999
123486-10,0,0,203839223720,7999
123485-5,0,0,203839233512,4999
123475-8,0,0,203839217974,6999
123474-8,0,0,203839222602,6999
123473-8,0,0,203839217974,6999
123460-6,0,0,203839233513,4999
123459-6,0,0,203839233512,4999
123458-6,0,0,203839233513,4999
123457-6,0,0,203839233512,4999
123456-6,0,0,203839233513,4999
123455-6,0,0,203839233512,4999
123484-8,0,0,203839222602,6999
123483-8,0,0,203839217974,6999
123482-8,0,0,203839222602,6999
123472-8,0,0,203839245136,6999
123471-8,0,0,203839245135,6999
123470-8,0,0,203839245134,6999
123500-10,0,0,203839222595,8999
123499-10,0,0,203839222595,8999
123496-12,0,0,203839232688,11999
123492-12,0,0,203839232688,11999
123466-8,0,0,203839245136,6999
123465-8,0,0,203839245135,6999
123464-8,0,0,203839245134,6999
123422-7,0,0,203839217974,6999
123421-12,0,0,203839232688,11999
123420-7,0,0,203839222602,6999
123397-5,0,0,203839233513,4999
123396-5,0,0,203839233512,4999
123395-5,0,0,203839233513,4999
123385-5,0,0,203839233512,4999
123384-5,0,0,203839233513,4999
123383-5,0,0,203839233512,4999
123491-12,0,0,203839232640,10999
123438-16,0,0,203839222615,14999
123433-20,0,0,203839233273,19999
D22020-5,0,0,203839233513,4999
123488-10,0,0,203839222604,8999
D22018-5,0,0,203839233512,4999
D21033-8,0,0,203839245136,6999
D21032-8,0,0,203839245135,6999
D21031-8,0,0,203839245134,6999
D21064-10,0,0,203839186329,9999.75
123296-10,0,0,203839223699,9999
123295-10,0,0,203839223699,9999
123311-10,0,0,203839222605,12999
123324-12,0,0,203839222605,12999
1323027-12,0,0,203839223699,9999
1323026-15,0,0,203839233255,10999
1323025-15,0,0,203839233255,10999
1323024-15,0,0,203839233255,10999
123232-8,0,0,203839232687,5999
M1722-12,0,0,203839110714,3999.75
W19114-6,0,0,203839229033,1800
W19113-6,0,0,203839229033,1800
W19112-6,0,0,203839229033,1800
W19216-16,0,0,203839231955,2800
1323131-8,0,0,203810430242,2299
1323130-8,0,0,203810430241,2299
1323110-13,0,0,203839243024,3999
1323088-13,0,0,203839243023,3999
1323085-13,0,0,203839243022,3999
1323084-13,0,0,203839240952,3999
1323083-13,0,0,203839240950,3999
1323082-13,0,0,203839245155,3999
1323077-13,0,0,203839245158,3999
1323074-13,0,0,203839245157,3999
1323073-13,0,0,203839245156,3999
1323067-13,0,0,203839245154,3999
1323064-13,0,0,203839245153,3999
1323060-13,0,0,203810430247,3999
1323059-13,0,0,203810430248,3999
1323040-8,0,0,203810430236,2299
1323037-8,0,0,203810430235,2299
1323034-8,0,0,203810430246,2299
1323033-8,0,0,203810430245,2299
1323032-8,0,0,203810430244,2299
1323030-8,0,0,203810430243,2299
1323029-8,0,0,203810430242,2299
1323028-8,0,0,203810430241,2299
123182-10,0,0,203839233513,4999
123194-10,0,0,203839233512,4999
123303-6,0,0,203839250726,12999
123302-6,0,0,203839250725,12999
123091-3,0,0,203839243400,2799
123090-3,0,0,203839243404,2799
123089-3,0,0,203839243403,2799
123071-3,0,0,203839243402,2799
123070-3,0,0,203839243401,2799
123069-3,0,0,203839243400,2799
123147-8,0,0,203839232689,5999
123146-10,0,0,203839223720,7999
123145-8,0,0,203839232687,5999
123252-10,0,0,203839223720,7999
123250-10,0,0,203839223720,7999
502785-14,0,0,203839204045,12950
1684428-26,0,0,203839229018,6000
1323020-12,0,0,203839233255,10999
1323019-12,0,0,203839233255,10999
1323018-12,0,0,203839232640,10999
123142-6,0,0,203839232689,5999
123261-10,0,0,203839223720,7999
123260-10,0,0,203839223720,7999
123001-18,0,0,203839222615,14999
123234-8,0,0,203839232689,5999
123226-8,0,0,203839232689,5999
123217-8,0,0,203839232687,5999
123219-8,0,0,203839232687,5999
123228-8,0,0,203839232687,5999
501511-15,0,0,203839229024,4500
123012-20,0,0,203839222616,24999
123073-3,0,0,203839243400,2799
123068-3,0,0,203839243401,2799
123067-3,0,0,203839243400,2799
123066-3,0,0,203839243401,2799
123097-3,0,0,203839243403,2799
123096-3,0,0,203839243402,2799
123095-3,0,0,203839243401,2799
123122-7,0,0,203839186937,6999
123037-20,0,0,203839222616,24999
123020-20,0,0,203839222616,24999
123144-17,0,0,203839223716,17999
0554310-9,0,0,203839231955,2800
0553540-10,0,0,203839220594,3299
WS19129-7,0,0,203839231955,2800
123033-20,0,0,203839222615,14999
123032-20,0,0,203839222615,14999
123031-20,0,0,203839222615,14999
123285-20,0,0,203839247484,48899
123284-20,0,0,203839247483,48899
123281-19,0,0,203839247480,48899
123283-11,0,0,203839247482,29999
123280-11,0,0,203839247479,29999
123282-8,0,0,203839247481,39999
123048-20,0,0,203839222616,24999
123015-20,0,0,203839222616,24999
123014-20,0,0,203839222616,24999
123227-10,0,0,203839223720,7999
WS19123-7,0,0,203839231955,2800
WS19122-7,0,0,203839231955,2800
122047-20G,0,0,203839245142,17999
122045-20G,0,0,203839245141,17999
123225-8,0,0,203839232686,3999
123223-8,0,0,203839232686,3999
123192-8,0,0,203839232686,3999
123189-8,0,0,203839232686,3999
123187-8,0,0,203839232685,3999
123183-8,0,0,203839232685,3999
WS19128-7,0,0,203839231950,2000
WS19127-7,0,0,203839231950,2000
123277-8,0,0,203839241026,4999
123276-8,0,0,203839241026,4999
123274-8,0,0,203839241026,4999
123267-8,0,0,203839241026,4999
123268-8,0,0,203839241026,4999
123273-8,0,0,203839241025,4999
123272-8,0,0,203839241025,4999
123271-8,0,0,203839241025,4999
123270-8,0,0,203839241025,4999
123269-8,0,0,203839241025,4999
123265-8,0,0,203839241025,4999
1177152-6,0,0,203839229024,4500
D18187-10,0,0,203839226839,10000
123213-8,0,0,203839232686,3999
123211-8,0,0,203839232685,3999
123057-4,0,0,203839232237,1499
123056-4,0,0,203839232236,1499
123059-4,0,0,203839232235,1499
123054-4,0,0,203839232234,1499
123203-10,0,0,203839233513,4999
123188-10,0,0,203839233512,4999
123231-8,0,0,203839232686,3999
123229-8,0,0,203839232686,3999
123216-8,0,0,203839232685,3999
123214-8,0,0,203839232683,3999
123109-8,0,0,203839240954,6999
123107-8,0,0,203839240953,6999
123179-10,0,0,203839233512,4999
SW22036-25,0,0,203839242115,12999
SW22039-25,0,0,203839242115,12999
SW22051-25,0,0,203839242115,12999
D18227-5,0,0,203839233272,19999
123230-10,0,0,203839233512,4999
123115-7,0,0,203839223678,3999
123113-7,0,0,203839223678,3999
123221-10,0,0,203839233513,4999
123215-10,0,0,203839233512,4999
123190-8,0,0,203839223678,3999
123153-8,0,0,203839223678,3999
123152-10,0,0,203839233512,4999
123151-8,0,0,203839223678,3999
123028-24,0,0,203839222615,14999
123024-20,0,0,203839222615,14999
123021-20,0,0,203839222615,14999
123013-20,0,0,203839222615,14999
123008-18,0,0,203839245137,9999
RW19116-8,0,0,203839229016,1500
D18163-10,0,0,203839136865,6999.75
D18247-10,0,0,203839147352,7999.75
D18161-10Y,0,0,203839136865,6999.75
0372714-5,0,0,203839245159,899
RW16312-10,0,0,203839233916,4999
1502973-13,0,0,203839223686,29999
174779-19,0,0,203839222596,12950
823002-32,0,0,203839222615,14999
1506763-28M,0,0,203839222594,17999
W1587-11,0,0,203839229062,2500
W1784-11,0,0,203839110714,3999.75
W15284-11,0,0,203839227190,2000
W1722-10,0,0,203839229059,3000
W16211-10,0,0,203839227190,2000
W1748-11,0,0,203839110714,3999.75
W15307-11,0,0,203839231951,2500
W1588-11,0,0,203839229017,2000
1322035-8,0,0,203839240949,2299
1322002-9,0,0,203839243402,2799
SW22084-12,0,0,203839240955,6999
122018-10,0,0,203839229027,7000
122017-10,0,0,203839229027,7000
122042-8,0,0,203839245139,9999
122041-10,0,0,203839245138,12999
122040-8,0,0,203839245137,9999
123275-8,0,0,203839245147,4999
123266-8,0,0,203839245146,4999
1322101-10,0,0,203839245154,3999
1322099-10,0,0,203839245153,3999
1322083-8,0,0,203839245150,2299
1322082-8,0,0,203839245149,2299
1322081-8,0,0,203839245148,2299
1322105-13,0,0,203839245155,3999
1322104-13,0,0,203839245158,3999
1322103-13,0,0,203839245157,3999
1322102-13,0,0,203839245156,3999
1323003-5,0,0,203839245159,899
D16506-5,0,0,203839231950,2000
D16509-5,0,0,203839231950,2000
W17363-6,0,0,203839229017,2000
D18152-10,0,0,203839186937,6999
D18111-10,0,0,203839229027,7000
W17352-6,0,0,203839229017,2000
W1835-5,0,0,203839229019,3500
W1833-5,0,0,203839229019,3500
W1832-5,0,0,203839229019,3500
Sd16479-17,0,0,203839229018,6000
RD15256-21,0,0,203839229018,6000
RD15268-9,0,0,203839222623,4299
1206351-6TC,0,0,203839223713,5999
D16530-9,0,0,203839229023,3000
1504702-8M,0,0,203839229062,2500
D1728-6,0,0,203839223650,4999
123061-20,0,0,203839223707,14999
123011-18,0,0,203839223707,14999
123010-18,0,0,203839223707,14999
1322070-10,0,0,203810430247,3999
1322069-10,0,0,203810430248,3999
1322042-8,0,0,203810430242,2299
1322040-8,0,0,203810430241,2299
W22097-8,0,0,203810430236,2299
W22096-8,0,0,203810430235,2299
1322027-9,0,0,203810430240,2799
1322026-9,0,0,203810430239,2799
1322025-9,0,0,203810430238,2799
1322024-9,0,0,203810430237,2799
1322055-8,0,0,203810430246,2299
1322054-8,0,0,203810430245,2299
1322053-8,0,0,203810430244,2299
1322052-8,0,0,203810430243,2299
W22064-12,0,0,203810430234,6999
W22063-12,0,0,203810430233,6999
D18248-10,0,0,203839147352,7999.75
W17354-6,0,0,203839229017,2000
W17344-6,0,0,203839229017,2000
W17358-6,0,0,203839229017,2000
SW22057-12,0,0,203839240955,6999
W21025-11,0,0,203839240950,3999
W17239-9,0,0,203839229052,5000
1621894-12,0,0,203839229023,3000
W1527-6,0,0,203839231914,900
D16383-8,0,0,203839229017,2000
D16502-5,0,0,203839231955,2800
D16468-5,0,0,203839231955,2800
0422536-8,0,0,203839229049,2000
D1908-16,0,0,203839229050,8000
D21001-13,0,0,203839222595,8999
D21002-9,0,0,203839223650,4999
D18282-13,0,0,203839223650,4999
D18292-8,0,0,203839231943,4000
D1842-16,0,0,203839229024,4500
W1730-16,0,0,203839229062,2500
W1729-16,0,0,203839229062,2500
W22102-8,0,0,203839242123,2299
W22101-8,0,0,203839242122,2299
W22100-8,0,0,203839242121,2299
W22128-12,0,0,203839242125,3999
W22127-12,0,0,203839242124,3999
W22033-25,0,0,203839242113,12999
W22030-25,0,0,203839242110,12999
W22077-12,0,0,203839242120,6999
W22076-12,0,0,203839242119,6999
W22075-12,0,0,203839242118,6999
W22074-12,0,0,203839242117,6999
W22073-12,0,0,203839242116,6999
M22010-4,0,0,203839242083,2999
M22009-6,0,0,203839242082,3999
SW21421-8,0,0,203839243404,2799
SW22088-12,0,0,203839240956,6999
SW22081-12,0,0,203839240956,6999
1336325-18,0,0,203839223682,48888
1336324-18,0,0,203839223682,48888
W21423-8,0,0,203839243404,2799
W21356-8,0,0,203839243403,2799
W21355-8,0,0,203839243402,2799
DS18157-20,0,0,203839223716,17999
RW15377-8,0,0,203839229017,2000
W1790-10,0,0,203839229019,3500
1086202-10WHA,0,0,203839229014,7500
W1826-9,0,0,203839231921,4500
W1825-9,0,0,203839231921,4500
D20016-15,0,0,203839233271,19999
SW21136-8,0,0,203839233916,4999
1504356-9M,0,0,203839229019,3500
SW21701-8,0,0,203839240211,2299
D21062-7,0,0,203839232689,5999
D21060-7,0,0,203839232687,5999
D21013-5,0,0,203839232686,3999
D21010-5,0,0,203839232684,3999
D21009-5,0,0,203839232683,3999
W21096-7,0,0,203839231937,1999
W21098-7,0,0,203839231937,1999
W21097-7,0,0,203839231937,1999
M21051-12,0,0,203839233256,3999
M21052-19,0,0,203839233254,6999
SW21167-8,0,0,203839240211,2299
W22082-12,0,0,203839240955,6999
W21693-8,0,0,203839240951,2299
W21691-8,0,0,203839240949,2299
W21122-8,0,0,203839240948,4999
W21121-8,0,0,203839240947,4999
W21119-8,0,0,203839240945,4999
122014-8,0,0,203839241026,4999
122010-8,0,0,203839241025,4999
M21024-11,0,0,203839242795,6999
W22122-12,0,0,203839243024,3999
W22121-12,0,0,203839243023,3999
W22120-12,0,0,203839243022,3999
W22108-8,0,0,203839242791,2299
W22107-8,0,0,203839242790,2299
SW21715-8,0,0,203839240210,2299
W1922-8,0,0,203839222629,2999
SW22109-8,0,0,203839240210,2299
SW22106-8,0,0,203839240210,2299
SW22105-8,0,0,203839240210,2299
SW22013-8,0,0,203839222629,2999
SW22012-8,0,0,203839222629,2999
SW21717-8,0,0,203839240210,2299
SW21699-8,0,0,203839240211,2299
SW21581-8,0,0,203839240210,2299
SW21542-6,0,0,203839223652,1499
SW21541-6,0,0,203839223652,1499
SW21052-12,0,0,203839240950,3999
D20097-6,0,0,203839223711,5999
D20096-6,0,0,203839223711,5999
D21010-5N,0,0,203839232684,3999
122007-8,0,0,203839241022,4999
D21004-7,0,0,203839233513,4999
D21003-7,0,0,203839233512,4999
D21061-12N,0,0,203839232688,11999
D21060-7N,0,0,203839232687,5999
D1987-12,0,0,203839220470,9999
D21013-5N,0,0,203839232686,3999
D21009-5N,0,0,203839232683,3999
D21062-7N,0,0,203839232689,5999
D1988-12,0,0,203839223699,9999
D21011-5N,0,0,203839232685,3999.75
W16319-10,0,0,203839231920,2000
W18307-8,0,0,203839222630,2999
W18215-18,0,0,203839222623,4299
W1871-18,0,0,203839223660,4999
W1765-18,0,0,203839231962,2500
W1764-18,0,0,203839211830,3799
W17241-8,0,0,203839229044,4000
W18279-15,0,0,203839223660,4999
D1994-12,0,0,203839186329,9999
D19138-4,0,0,203839226844,2299
D19136-4,0,0,203839226843,2299
T1745-1,0,0,203839226830,900
T1744-1,0,0,203839226830,900
T1743-1,0,0,203839226830,900
W22083-12,0,0,203839240956,6999
W21120-8,0,0,203839240946,4999
W21095-7,0,0,203839231937,1999
W19327-11,0,0,203839220470,9999
W19326-11,0,0,203839220470,9999
W19259-8,0,0,203839217970,2299.75
W19198-13,0,0,203839220593,3299
W19186-13,0,0,203839240952,3999
W19182-13,0,0,203839240952,3999
W19181-13,0,0,203839220593,3299
W19179-13,0,0,203839220593,3299
W19177-13,0,0,203839240952,3999
W19175-13,0,0,203839240952,3999
W19173-13,0,0,203839217966,3299.75
W19172-13,0,0,203839217965,3299.75
W19171-13,0,0,203839217964,3299.75
W19170-13,0,0,203839217963,3299.75
W19132-8C,0,0,203839211831,3799.75
W19132-8,0,0,203839211831,3799.75
W19131-8C,0,0,203839211830,3799.75
W19131-8,0,0,203839211830,3799.75
W19102-2,0,0,203839195154,500
W1975-4,0,0,203839229045,800
W1974-5,0,0,203839229060,1000
W1921-8,0,0,203839210758,3999.75
